REPORT_RECEIVED_DATE	IYEAR	REPORT_NUMBER	SUPPLEMENTAL_NUMBER	REPORT_TYPE	OPERATOR_ID	NAME	OPERATOR_STREET_ADDRESS	OPERATOR_CITY_NAME	OPERATOR_STATE_ABBREVIATION	OPERATOR_POSTAL_CODE	LOCAL_DATETIME	TIME_ZONE	DAYLIGHT_SAVINGS_IND	LOCATION_LATITUDE	LOCATION_LONGITUDE	COMMODITY_RELEASED_TYPE	COMMODITY_SUBTYPE	COMMODITY_DETAILS	UNINTENTIONAL_RELEASE_BBLS	INTENTIONAL_RELEASE_BBLS	RECOVERED_BBLS	FATALITY_IND	NUM_EMP_FATALITIES	NUM_CONTR_FATALITIES	NUM_ER_FATALITIES	NUM_WORKER_FATALITIES	NUM_GP_FATALITIES	FATAL	INJURY_IND	NUM_EMP_INJURIES	NUM_CONTR_INJURIES	NUM_ER_INJURIES	NUM_WORKER_INJURIES	NUM_GP_INJURIES	INJURE	ACCIDENT_IDENTIFIER	ACCIDENT_DETAILS	OPERATOR_TYPE	INCIDENT_IDENTIFIED_DATETIME	ON_OFF_SHORE	COMMUNICATION_STATE_FED_IND	PARTY_INITIATED_COMMUNICATION	INITIAL_RESPONDER_COM_DATETIME	ON_SITE_DATETIME	NRC_RPT_DATETIME	NRC_RPT_NUM	ADDITIONAL_NRC_REPORT_NUMBERS	IGNITE_IND	IGNITE_DATETIME	HOW_EXTINGUISHED	HOW_EXTINGUISHED_OTHER_DETAIL	PRODUCT_CONSUMED_BY_FIRE_BBLS	EXPLODE_IND	OIL_SPILL_RESP_PLAN_IND	OSRO_MOBILIZED_IND	OSRO_OPERATOR_NOTIFIED_DT	OSRO_ARRIVED_ON_SITE_DT	NUM_PUB_EVACUATED	ONSHORE_STATE_ABBREVIATION	ONSHORE_CITY_NAME	ONSHORE_COUNTY_NAME	FEDERAL	LOCATION_TYPE	CROSSING	BRIDGE_CROSSING_IND	BRIDGE_TYPE	RAILROAD_CROSSING_IND	RAILROAD_TYPE	ROAD_CROSSING_IND	ROAD_TYPE	WATER_CROSSING_IND	WATER_TYPE	WATER_NAME	WATER_DEPTH	WATER_SUBTYPE	YEAR_RECENT_ENG_EVALUATION	OFF_ACCIDENT_ORIGIN	OFFSHORE_STATE_ABBREVIATION	OFF_INSTATE_AREA	OFF_INSTATE_BLOCK	OFFSHORE_COUNTY_NAME	OCS_TYPE	OFF_OCS_AREA	OFF_OCS_BLOCK	ITEM_INVOLVED	PIPE_TYPE	JOINT_SUBTYPE	ITEM_INVOLVED_DETAILS	PIPE_DIAMETER	MATERIAL_INVOLVED	MATERIAL_DETAILS	PERCENT_PIPE_SMYS	CLASSIFICATION_PIPELINE_SYSTEM	WILDLIFE_IMPACT_IND	FISH_AQUATIC_IMPACT_IND	BIRDS_IMPACT_IND	TERRESTRIAL_IMPACT_IND	SOIL_CONTAMINATION	LONG_TERM_ASSESSMENT	REMEDIATION_IND	SURFACE_WATER_REMED_IND	GROUNDWATER_REMED_IND	SOIL_REMED_IND	VEGETATION_REMED_IND	WILDLIFE_REMED_IND	WATER_CONTAM_IND	OCEAN_SEAWATER_IND	SURFACE_CONTAM_IND	GROUNDWATER_CONTAM_IND	DRINKING_WATER_CONTAM_IND	PRIVATE_WELL_CONTAM_IND	PUBLIC_WATER_CONTAM_IND	AMOUNT_RELEASED_BBLS	REL_WATER_NAME	EST_COST_OPER_PAID	EST_COST_GAS_RELEASED	EST_COST_PROP_DAMAGE	EST_COST_EMERGENCY	EST_COST_ENVIRONMENTAL	EST_COST_OTHER	EST_COST_OTHER_DETAILS	PRPTY	NUM_PERSONS_HOSP_NOT_OVNGHT	NUM_INJURED_TREATED_BY_EMT	NUM_RESIDENT_BUILDING_AFFCTD	NUM_BUSINESS_BUILDING_AFFCTD	CAUSE	CAUSE_DETAILS	PREPARER_NAME	PREPARER_TITLE	PREPARER_EMAIL	PREPARER_TELEPHONE	PREPARER_FAX	LOCAL_CONTACT_NAME	LOCAL_CONTACT_EMAIL	LOCAL_CONTACT_TELEPHONE	NARRATIVE
6/3/2022	2022	20220043	37053	SUPPLEMENTAL FINAL	39649	"IRONWOOD MIDSTREAM ENERGY PARTNERS, LLC"	"15727 ANTHEM PARKWAY, SUITE 510 "	SAN ANTONIO	TX	78249	5/21/2022 12:01	CENTRAL	YES	29.03371	-97.84509	CRUDE OIL			0.61		0	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		CONTRACTOR WORKING FOR THE OPERATOR	5/21/2022 8:15	ONSHORE	NO			5/21/2022 8:30		NRC NOTIFICATION NOT REQUIRED		NO						YES	NO			0	TX	KARNES	KARNES	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			STRAINER BASKET		MATERIAL OTHER THAN CARBON STEEL	RUBBER GASKET		REPORTING-REGULATED GATHERING	NO				YES	YES	YES			YES			NO									0	61	1500	2000	1500	0		5061	0	0	0	0	EQUIPMENT FAILURE	NON-THREADED CONNECTION FAILURE	ROLANDO MORENO	DOT-PHMSA COMPLIANCE SPECIALIST	rolando.moreno@flatrockenergy.net	9569603070		GERON HENDRICKSON	geron.hendrickson@ironwoodmidstream.com	2108406622	"AT APPROXIMATELY 8 AM ON 5/21/22 THE DEFTONES WEST FACILITY BOOSTER PUMP DISCHARGE CHECK VALVE FAILED TO CHECK AT A PRESSURE OF APPROXIMATELY 600 PSI ON A 1440 PSI RATED PIPELINE.  WHEN THE CHECK VALVE FAILED TO CHECK, REVERSE FLOW THROUGH THE PUMP CAUSED A PRESSURE INCREASE ON THE SUCTION OF THE PUMP ABOVE THE NORMAL OPERATING PRESSURE.  THE GASKET ON STRAINER BASKET ON THE SUCTION OF THE PUMP FAILED TO SEAL CAUSING A RELEASE OF OIL FROM THE STRAINER.  THE BASKET STRAINER IS MAINTAINED, WITH THE MOST RECENT DOCUMENTED MAINTENANCE ON 3/28/22. THE PUMP WAS IMMEDIATELY ESD'D AND SUCTION AND DISCHARGE VALVES CLOSED.  REMEDIATION OF THE SOIL IN THE SURROUNDING AREA WAS STARTED WITHIN A FEW HOURS.  DUE TO THE CHECK VALVE FAILING TO STOP REVERSE FLOW TWO ACTIONS WERE TAKEN.  THE CHECK VALVE WAS REPLACED WITH A DIFFERENT BRAND CHECK VALVE WITH BETTER ABILITY FOR MAINTENANCE AND THE DISCHARGE PRESSURE CONTROL VALVE ON THE PUMP WAS PROGRAMMED TO GO TO THE CLOSED POSITION WHENEVER THE PUMP IS NOT RUNNING IN ORDER TO ALSO HELP PREVENT REVERSE FLOW."
6/13/2022	2022	20220050	36809	SUPPLEMENTAL FINAL	39183	"MEDALLION OPERATING COMPANY, LLC"	909 LAKE CAROLYN PKWY SUITE 1600	IRVING	TX	75039	5/18/2022 9:30	CENTRAL	YES	31.534125	-101.718997	CRUDE OIL			1		1	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	5/18/2022 9:30	ONSHORE	NO			5/18/2022 9:30		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	Not Within a Municipality	REAGAN	NO	PIPELINE RIGHT-OF-WAY	NO																					OTHER			O-RING		MATERIAL OTHER THAN CARBON STEEL	RUBBER		REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									0	111	20	100	100	0		331	0	0	0	0	EQUIPMENT FAILURE	THREADED CONNECTION/COUPLING FAILURE	GENE BUTLER	EHS MANAGER	gbutler@medallionmidstream.com	4325532184		GENE BUTLER	gbutler@medallionmidstream.com	4325532184	"AT APPROXIMATELY 09:30 ON MAY 18, 2022, A FACILITY OPERATOR DISCOVERED AN ACTIVE SPRAY OF OIL COMING FROM THE ADAMS PIPELINE LAUNCHER (WRG-1000-180-G) DURING NORMAL ROUNDS AND IMMEDIATELY ISOLATED THE PIG TRAP LAUNCHER TO STOP THE LEAK. OPERATIONS MANAGEMENT WAS IMMEDIATELY NOTIFIED, AND AFTER A SITE INVESTIGATION, IT WAS DETERMINED THAT APPROXIMATELY 1 BARREL OF CRUDE OIL WAS RELEASED TO THE GROUND AS A RESULT OF AN O-RING FAILURE. THE O-RING WAS REPLACED, AND THE PIG TRAP LAUNCHER RESUMED NORMAL OPERATIONS AT APPROXIMATELY 10:00 ON MAY 18, 2022. MEDALLION OPERATIONS TEAM REMEDIATED THE IMPACTED SOIL."
6/13/2022	2022	20220049	36810	SUPPLEMENTAL FINAL	39183	"MEDALLION OPERATING COMPANY, LLC"	909 LAKE CAROLYN PKWY SUITE 1600	IRVING	TX	75039	5/16/2022 13:57	CENTRAL	YES	31.890367	-101.973358	CRUDE OIL			0.24		0.24	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	5/16/2022 13:57	ONSHORE	NO			5/16/2022 13:57		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	Not Within a Municipality	MIDLAND	NO	PIPELINE RIGHT-OF-WAY	NO																					OTHER			PUMP SEAL		MATERIAL OTHER THAN CARBON STEEL	TUNGSTEN CARBIDE SEAT AND CARBON WASHER		REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									0	26	3000	100	100	0		3226	0	0	0	0	EQUIPMENT FAILURE	PUMP OR PUMP-RELATED EQUIPMENT	GENE BUTLER	EHS MANAGER	gbutler@medallionmidstream.com	4325532184		GENE BUTLER	gbutler@medallionmidstream.com	4325532184	"AT APPROXIMATELY 13:57 ON MAY 16, 2022, A MEDALLION MECHANIC DISCOVERED OIL INSIDE THE PUMP SKID CONTAINMENT AND A SMALL AMOUNT ON THE GROUND AT THE BRANHAM RECEIPT POINT DURING NORMAL ROUNDS AND IMMEDIATELY ISOLATED THE PUMP TO STOP THE LEAK. OPERATIONS MANAGEMENT WAS IMMEDIATELY NOTIFIED, AND AFTER A SITE INVESTIGATION, IT WAS DETERMINED THAT APPROXIMATELY 10 GALLONS OF CRUDE OIL WERE RELEASED AS A RESULT OF A PUMP SEAL FAILURE. THE PUMP SEAL WAS REPLACED, AND THE PUMP RESUMED NORMAL OPERATIONS AT APPROXIMATELY 15:00 ON MAY 16, 2022. MEDALLION OPERATIONS TEAM REMEDIATED THE IMPACTED SOIL."
6/15/2022	2022	20220051	36765	ORIGINAL FINAL	31878	BRIDGER PIPELINE LLC	455 N. POPLAR ST. 	CASPER	WY	82602	5/15/2022 13:30	MOUNTAIN	YES	47.78873	-102.94264	CRUDE OIL			2		2	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	5/15/2022 14:00	ONSHORE	NO			5/15/2022 14:00		NRC NOTIFICATION NOT REQUIRED		NO						YES	NO			0	ND	Not Within a Municipality	MCKENZIE COUNTY	YES	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			FAULTY PUMP SEAL		MATERIAL OTHER THAN CARBON STEEL	PUMP SEAL		REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	40	500	2250	0	50	DISPOSAL OF CONTAMINATED SOIL	2840	0	0	0	0	EQUIPMENT FAILURE	PUMP OR PUMP-RELATED EQUIPMENT	KEVIN PENA	PIPELINE COMPLIANCE COORDINATOR	kevin.pena@truecos.com	4066873304					"AT APPROXIMATELY 2:00 PM ON MAY 15TH, A COMPANY EMPLOYEE (GAUGER) WAS CHECKING ON OUR SHIPPING PUMPS AND NOTICED A 2 BARREL RELEASE AT THE WELL SITE IN QUESTION.  THE SEAL ON THE PUMP HAD FAILED, AND THE HOSE CONNECTED TO THE SUMP WAS LEAKING.  COMPANY PERSONNEL SHUT DOWN AND ISOLATED THE EQUIPMENT AND NOTIFIED THE FIELD SUPERVISOR.      ALL RELEASED CRUDE WAS CONTAINED ON COMPANY PROPERTY; HOWEVER, REMOVAL/REPLACEMENT OF CONTAMINATED SOIL WAS UNDERTAKEN AND COMPLETED ON THE MORNING OF MAY 16TH.  THE CONTAMINATED SOIL/GRAVEL WAS DISPOSED OF IN ACCORDANCE WITH NDDEQ REQUIREMENTS.      THE SEAL AND HOSE ON THE PUMP WERE REPAIRED AND NORMAL OPERATIONS WERE RESUMED LATER THAT DAY.    NO WILDLIFE, SURFACE WATER, OR GROUND WATER WAS IMPACTED BY THE RELEASE.  SINCE THE RELEASE DID NOT MEET STATE OR NRC REPORTING REQUIREMENTS, NO ADDITIONAL NOTIFICATIONS WERE MADE."
6/8/2022	2022	20220044	36733	ORIGINAL FINAL	22465	TARGA PIPELINE MID-CONTINENT WESTTEX LLC	"811 LOUISIANA STREET, SUITE 2100 "	HOUSTON	TX	77002	5/12/2022 11:30	CENTRAL	YES	32.401705	-101.497348	CRUDE OIL			48		5	NO						0	NO						0	NOTIFICATION FROM PUBLIC			5/12/2022 11:30	ONSHORE	NO			5/12/2022 11:30		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	Not Within a Municipality	HOWARD	NO	PIPELINE RIGHT-OF-WAY	NO																					PIPE	PIPE BODY			6	CARBON STEEL		8.5	REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									285	5056	1000	0	20000	0		26341	0	0	0	0	CORROSION FAILURE	INTERNAL CORROSION	JORDAN NORTH	SPECIALIST PIPELINE COMPLIANCE	jnorth@targaresources.com	9405779500		JORDAN NORTH	jnorth@targaresources.com	9405779500	TARGA WAS NOTIFIED OF POSSIBLE CRUDE OIL PIPELINE LEAK AROUND 11:30 AM. TARGA PERSONNEL RESPONDING TO CALL VERIFIED LEAK AND SHUT DOWN SECTION OF PIPELINE TO PREVENT FURTHER LEAKING. AFTER PIPELINE HAD BEEN BLOCKED IN AND MADE SAFE A PIPELINE REPAIR CLAMP WAS INSTALLED. PIPELINE WAS RETUNED TO SERVICE AROUND 5 PM THE SAME DAY.
6/10/2022	2022	20220048	36748	ORIGINAL FINAL	39348	"NUSTAR PERMIAN TRANSPORTATION AND STORAGE, LLC"	19003 IH-10 WEST  	SAN ANTONIO	TX	78257	5/11/2022 12:47	CENTRAL	YES	32.19484	-101.50439	CRUDE OIL			1.9		1.9	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	5/11/2022 12:47	ONSHORE	NO			5/11/2022 12:47		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	Not Within a Municipality	HOWARD	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			TANK		CARBON STEEL		5.5	REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	201	0	0	0	0		201	0	0	0	0	NATURAL FORCE DAMAGE	LIGHTNING	RUSSELL PESEK		russell.pesek@nustarenergy.com	3612499417					"A WEATHER-RELATED POWER OUTAGE AT NUSTAR'S OXY ELBOW CDP SITE RESULTED IN THE OVERFLOW OF THE PRODUCTION GATHERING TANKS AT THE SITE.   NUSTAR OPERATING PERSONNEL DISCOVERED THE RELEASE DURING THE INVESTIGATION OF THE POWER OUTAGE.  NUSTAR'S CONTROL ROOM IMMEDIATELY SHUT DOWN INBOUND CRUDE OIL TO THE SITE. APPROXIMATELY 80 GALLONS OF CRUDE OIL WAS RELEASED INSIDE OF CONTAINMENT. THE SITE WAS CLEANED, AND THE IMPACTED SOIL WAS REMOVED FOR DISPOSAL.      DURING THE EVENING OF MAY 10, 2022, THUNDERSTORMS PROCEEDED THROUGH THE HOWARD COUNTY AREA, AND NUSTAR'S CONTROL ROOM EXPERIENCED COMMUNICATION AND POWER LOSSES AT MULTIPLE SITES WITHIN THE GATHERING SYSTEM.  A BLOWN FUSE ON THE POWER LINE FEEDING NUSTAR'S OXY ELBOW CDP SITE WAS DISCOVERED, AND THE OUTBOUND PUMP AT THE SITE LOST POWER.  AS POWER WAS RESTORED TO UPSTREAM SITES FEEDING THE ELBOW CDP, FLOW INTO THE CDP RESUMED.  NUSTAR'S CONTROLLER FIRST NOTICED THE POWER OUTAGE ON THE CONTROL ROOM SCREEN THE FOLLOWING MORNING ON MAY 11, 2022.  THE CAUSE OF THE LEAK WAS WEATHER RELATED POWER LOSS TO THE ELBOW CDP SITE. A CONTRIBUTING CAUSE WAS FAILURE OF NUSTAR'S CONTROL ROOM PERSONNEL TO INITIALLY IDENTIFY THE POWER LOSS AT THE SITE ON THE SCADA DISPLAY.  ADDITIONAL TRAINING HAS BEEN PROVIDED TO NUSTAR'S CONTROL ROOM PERSONNEL."
6/8/2022	2022	20220045	36734	ORIGINAL FINAL	31878	BRIDGER PIPELINE LLC	455 N. POPLAR ST. 	CASPER	WY	82602	5/10/2022 10:00	MOUNTAIN	YES	43.61727	-105.75888	CRUDE OIL			0.23		0.23	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		CONTRACTOR WORKING FOR THE OPERATOR	5/10/2022 10:00	ONSHORE	NO			5/5/2022 10:30		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	WY	Not Within a Municipality	CAMPBELL	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			PUMP SEAL		CARBON STEEL		0.57	REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	26	1602	1810	0	0		3438	0	0	0	0	EQUIPMENT FAILURE	PUMP OR PUMP-RELATED EQUIPMENT	DOUG THACKER	COMPLIANCE COORDINATOR	doug.thacker@truecos.com						"ON MAY 10, 2022 AT APPROXIMATELY 10:00 AM MDT, A CONTRACTOR EMPLOYEE CONTACTED A COMPANY FIELD SUPERVISOR TO REPORT THERE WAS OIL ON THE GROUND AT THE TITUS LOCATION.  THE FIELD SUPERVISOR SUBSEQUENTLY CONTACTED COMPANY FIELD EMPLOYEES IN THE AREA AND DISPATCHED THEM TO THE LOCATION TO ASSESS THE REPORTED RELEASE.  WHEN THE COMPANY EMPLOYEES ARRIVED ON LOCATION THEY DISCOVERED APPROXIMATELY 10 GALLONS OF CRUDE OIL HAD LEAKED FROM A PUMP SEAL WHICH HAD FAILED; HOWEVER, THE SEAL WAS NO LONGER LEAKING BECAUSE THE PUMP SHUT DOWN DUE TO LOW PRESSURE.    ALL RELEASED CRUDE WAS CONTAINED INSIDE THE PUMP CONTAINMENT AREA; HOWEVER, A SMALL AMOUNT OF SOIL/GRAVEL WAS CONTAMINATED WITH CRUDE OIL.  ALL CONTAMINATED SOIL/GRAVEL WAS REMOVED AND REPLACED WITH CLEAN MATERIAL.  THE CONTAMINATED SOIL/GRAVEL WILL BE MANAGED IN ACCORDANCE WITH WYOMING DEQ REQUIREMENTS.    THE PUMP SEAL WAS REPLACED BY COMPANY PERSONNEL AND THE PUMP PLACED BACK INTO SERVICE.    NO WILDLIFE, SURFACE WATER OR GROUND WATER WAS IMPACTED BY THE RELEASE.  SINCE THE RELEASE DID NOT MEET STATE OR NRC REPORTING REQUIREMENTS, NO ADDITIONAL NOTIFICATIONS WERE MADE."
6/3/2022	2022	20220042	36953	SUPPLEMENTAL FINAL	32619	"HILAND CRUDE, LLC"	"1001 LOUISIANA ST, SUITE 1000 "	HOUSTON	TX	77002	5/8/2022 8:30	CENTRAL	YES	47.9645343	-103.2714066	CRUDE OIL			0.65		0.65	NO						0	NO						0	OTHER	PRODUCER'S OPERATOR (2ND PARTY)		5/8/2022 8:30	ONSHORE	NO			5/8/2022 8:35		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	ND	Not Within a Municipality	MCKENZIE	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			ABOVE GROUND HOSE CONNECTION		MATERIAL OTHER THAN CARBON STEEL	STEEL CONNECTION WIRE BRAID RUBBER HOSE		REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	68	0	100	7691	4097	MATERIAL TESTING ($3517) AND DISPOSAL ($580);	11956	0	0	0	0	EQUIPMENT FAILURE	DEFECTIVE OR LOOSE TUBING OR FITTING	WM. MARTIN MULLER	SPECIALSIT-PIPELINE TECHNICAL	martin_muller@kindermorgan.com	2053253863	2053253508				"ON MAY 8, 2022, AT 8:30 AM, THE PRODUCER'S OPERATOR WAS ONSITE AT THE BEAUX 18-19 WELL SITE WHEN HE DISCOVERED CRUDE OIL INSIDE AND OUTSIDE THE LINED CONTAINMENT COMING FROM A JIC HOSE FITTING ON THE DISCHARGE SIDE OF THE SITE PUMP.  THE PRODUCER'S OPERATOR IMMEDIATELY CONTACTED HILAND CRUDE AND ISOLATED THE JIC HOSE TO STOP THE LEAK.  CONSEQUENTLY, HILAND CRUDE INITIATED THE EMERGENCY RESPONSE LINE (ERL).  DURING THE ERL CALL, THE ACCIDENT WAS DEEMED REPORTABLE.      HILAND CRUDE OPERATIONS STARTED THE ROOT CAUSE INVESTIGATION AS WELL AS THE SITE CLEANUP. THE TOTAL RELEASE VOLUME WAS DETERMINED TO BE 0.65 BARREL.  CLEANUP WAS COMPLETED ON MAY 9, 2022 AND THE INVESTIGATION CONCLUDED THE 1/2-INCH JIC HOSE CONNECTION LOOSENED BY PUMP VIBRATION ALLOWED CRUDE OIL TO LEAK.      IN ORDER TO PREVENT REOCCURRENCE, HILAND CRUDE IMPLEMENTED MONTHLY JIC HOSE INSPECTIONS AT ALL OF THE WATFORD AREA LEASE SITES."
6/1/2022	2022	20220040	36714	ORIGINAL FINAL	32619	"HILAND CRUDE, LLC"	"1001 LOUISIANA ST, SUITE 1000 "	HOUSTON	TX	77002	5/5/2022 9:00	CENTRAL	YES	47.963944	-103.31646	CRUDE OIL			0.2		0.2	NO						0	NO						0	OTHER	PHONE CALL FROM PRODUCER'S OPERATOR		5/5/2022 9:00	ONSHORE	NO			5/5/2022 9:15		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	ND	WATFORD CITY	MCKENZIE	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			DAMPENER WITH A FLANGE		MATERIAL OTHER THAN CARBON STEEL	IRON COVER WITH RUBBER BLADDER		REPORTING-REGULATED GATHERING	NO				NO	NO	NO						NO									0	9	2500	521	0	0		3030	0	0	0	0	EQUIPMENT FAILURE	THREADED CONNECTION/COUPLING FAILURE	JORGE LOPEZ		jorge_lopez@kindermorgan.com	7134204675					"ON 5/5/2022, AT 9:00 AM HILAND CRUDE OPERATOR RECEIVED A CALL FROM THE PRODUCER'S OPERATOR AT THE EAST CAMP CREEK WELL SITE STATING THAT A LEAK HAD OCCURRED. AT 09:15 HILAND CRUDE OPERATOR ARRIVED ON SITE AND CONFIRMED DISCOVERY OF THE LEAK. OPERATOR INITIATED THE EMERGENCY RESPONSE LINE (ERL) PROCESS AND DURING THE ERL CALL, THE ACCIDENT WAS DEEMED REPORTABLE AND THE INVESTIGATION COMMENCED.    THE INVESTIGATION CONCLUDED THAT THE LOW-PRESSURE DAMPENER LOCATED AT THE LOW PRESSURE PUMP CONNECTION HAD A PINHOLE IN THE BLADDER. CONSEQUENTLY, CRUDE OIL FILLED THE DAMPENER BETWEEN THE BLADDER AND THE HOUSING. THE CRUDE OIL BETWEEN THE BLADDER AND THE HOUSING EXPERIENCED THERMAL EXPANSION DUE TO DIRECT SUNLIGHT EXPOSURE AND BECAUSE OF THAT ONE STUD BROKE ON THE DAMPENER ALLOWING CRUDE OIL TO LEAK.    OPERATIONS REPLACED THE DAMPENER AND THE WELL SITE WAS BACK ON SERVICE AT 1:40PM ON 5/5/2022."
6/1/2022	2022	20220039	36713	ORIGINAL FINAL	30829	ENTERPRISE CRUDE PIPELINE LLC	1100 LOUISIANA STREET 	HOUSTON	TX	77002	5/3/2022 6:15	CENTRAL	YES	31.902161	-102.307556	CRUDE OIL			0.14		0.14	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	5/3/2022 6:15	ONSHORE	NO			5/3/2022 6:15	5/3/2022 6:15	NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	ODESSA	ECTOR	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					PIPE	PIPE BODY			0.25	CARBON STEEL		0.01	REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	14	5000	1400	0	0		6414	0	0	0	0	EQUIPMENT FAILURE	THREADED CONNECTION/COUPLING FAILURE	YAROSLAV BIL	PIPELINE COMPLIANCE ENGINEER	ybil@eprod.com	713-381-5650		YAROSLAV BIL	ybil@eprod.com	713-381-5650	"ON 5/3/2022 AT 6:15 AM CST, DURING STATION ROUNDS, ENTERPRISE TECHNICIAN DISCOVERED A CRUDE LEAK AT ENDEAVOR HILL #2 METER STATION. THE FAILURE RESULTED IN A CRUDE SPILL OF 0.14 BARREL, REMEDIATION IS COMPLETE. AFTER INVESTIGATION, IT WAS DETERMINED THAT THE LEAK RESULTED FROM A THREAD FAIL IN THE NEEDLE VALVE THAT IS ASSOCIATED WITH A PILOT VALVE. THE PILOT VALVE WAS RELOCATED."
6/1/2022	2022	20220041	37347	SUPPLEMENTAL FINAL	32619	"HILAND CRUDE, LLC"	"1001 LOUISIANA ST, SUITE 1000 "	HOUSTON	TX	77002	5/2/2022 6:41	CENTRAL	YES	48.576389	-102.946389	CRUDE OIL			2400		2384	NO						0	NO						0	NOTIFICATION FROM PUBLIC			5/2/2022 6:41	ONSHORE	NO			5/2/2022 7:02		NRC NOTIFICATION NOT REQUIRED		NO						YES	YES	5/2/2022 9:00	5/2/2022 11:27	0	ND	MCGREGOR	WILLIAMS	NO	"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY"	NO																					PIPE	PIPE BODY			4.5	CARBON STEEL		1	REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									0	258192	95390	103576	4431425	0		4888583	0	0	0	0	CORROSION FAILURE	EXTERNAL CORROSION	SHELLEY DIETZ	MANAGER - ENGINEERING	shelley_dietz@kindermorgan.com						"ON MAY 2, 2022 AT 6:41AM, HILAND CRUDE, LLC (HILAND) WAS NOTIFIED BY AN EMPLOYEE OF CONTINENTAL RESOURCES WHO WAS WORKING AT THE JEROL MCGREGOR 2-3 LEASE PAD IN MCGREGOR, NORTH DAKOTA THAT THERE WAS A CRUDE SPILL ON THE HILAND RIGHT OF WAY. HILAND EMPLOYEES RESPONDED BY IMPLEMENTING THE EMERGENCY RESPONSE PLAN, THE OIL SPILL RESPONSE PLAN AND BY ACTIVATING AN OIL SPILL RESPONSE ORGANIZATION. THE PIPELINE SEGMENT WAS ISOLATED AND HILAND BEGAN TAKING CRUDE OUT OF THE PIPELINE VIA BACKTRUCK IN ORDER TO REDUCE THE TOTAL SPILL VOLUME.     THE INVESTIGATION INTO THE RELEASE REVEALED THAT IT WAS CAUSED BY AN EXTERNAL CORROSION LEAK. THE CONTRACTOR WHO APPLIED THE PIPELINE COATING, FAILED TO APPLY COATING TO MANUFACTURERS SPECIFICATIONS WHICH CAUSED DISBONDED COATING ON THE PIPELINE RESULTING IN AN EXTERNAL CORROSION FAILURE ON THE GIRTH WELD OF A 90° ELBOW. THE PIPELINE WAS INSTALLED BY A PRIOR OPERATOR IN SEPTEMBER 2013 AND NOT UNDER HILAND'S CURRENT DESIGN CRITERIA. IN ORDER TO PREVENT A REOCCURRENCE, THIS PIPELINE HAS BEEN ABANDONED."
