REPORT_NUMBER,INTERNAL_EXTERNAL,VISUAL_EXAM_RESULTS,GALVANIC_CORROSION_IND,ATMOSPHERE_CORROSION_IND,STRAY_CURRENT_CORROSION_IND,MICROBIOLOGICAL_CORROSION_IND,SELECTIVE_SEAM_CORROSION_IND,OTHER_CORROSION_IND,CORROSION_TYPE_DETAILS,UNDERGROUND_LOCATION,UNDER_CATHODIC_PROTECTION_IND,CATHODIC_SURVEY_TYPE,CP_ANNUAL_SURVEY_IND,CLOSE_INTERVAL_SURVEY_IND,EXTERNALLY_COATED,PRIOR_DAMAGE,CORROSION_LOCATION_DETAILS,CORROSION_INHIBITORS,CORROSION_LINING,CORROSION_COUPONS,EARTH_SUBTYPE,HEAVY_RAINS_SUBTYPE,LIGHTNING_SUBTYPE,TEMPERATURE_SUBTYPE,ROOT_CAUSE_CATEGORY,ROOT_CAUSE_TYPE,OUTSIDE_FORCE_TYPE,OPERATION_TYPE,CATEGORY_TYPE,OPERATOR_QUALIFICATION_IND
20190077,,,,,,,,,,,,,,,,,,,,,,,,,,,,EQUIPMENT NOT INSTALLED PROPERLY,NON-ROUTINE OPERATING CONDITIONS (ABNORMAL OPERATIONS OR EMERGENCIES),NO
20190078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190075,,,,,,,,,,,,,,,,,,,,,,,,FROZEN COMPONENTS,,,,,,
20190065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190073,,,,,,,,,,,,,,,,,,,,,,,,,,,,WRONG EQUIPMENT SPECIFIED OR INSTALLED,ROUTINE MAINTENANCE,YES
20190059,,,,,,,,,,,,,,,,,,,,,,,,FROZEN COMPONENTS,,,,,,
20190072,,,,,,,,,,,,,,,,,,,,,,,,FROZEN COMPONENTS,,,,,,
20190066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190061,,,,,,,,,,,,,,,,,,,,,,,,FROZEN COMPONENTS,,,,,,
20190068,INTERNAL CORROSION,,,,,,,,,,,,,,,,FABRICATED TEE,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20190060,EXTERNAL CORROSION,OTHER,,YES,,,,,,NO,,,,,YES,YES,,,,,,,,,,,,,,
20190062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190056,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",NORMAL OPERATING CONDITIONS,NO
20190054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190055,,,,,,,,,,,,,,,,,,,,,,,,,,,,EQUIPMENT NOT INSTALLED PROPERLY,ROUTINE MAINTENANCE,NO
20190053,,,,,,,,,,,,,,,,,,,,,,,,,,,,EQUIPMENT NOT INSTALLED PROPERLY,ROUTINE MAINTENANCE,NO
20190051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190050,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20190048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190049,EXTERNAL CORROSION,GENERAL CORROSION,,,,,,YES,GENERAL EXTERNAL CORROSION IN THE BOTTOM QUARTER OF THE PIPE.,YES,YES,YES,,YES,,NO,,,,,,,,,,,,,,
20190047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190039,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",NORMAL OPERATING CONDITIONS,NO
20190044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190034,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,ROUTINE MAINTENANCE,YES
20190026,,,,,,,,,,,,,,,,,,,,,,,,FROZEN COMPONENTS,,,,,,
20190037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190031,EXTERNAL CORROSION,LOCALIZED PITTING,,,,,,YES,LOCALIZED CORROSION IN A AQUEOUS ENVIRONMENT.,YES,YES,YES,YES,YES,,YES,,,,,,,,,,,,,,
20190032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190028,INTERNAL CORROSION,,,,,,,,,,,,,,,,7:30,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20190022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190024,,,,,,,,,,,,,,,,,,,,,,,,FROZEN COMPONENTS,,,,,,
20190023,INTERNAL CORROSION,,,,,,,,,,,,,,,,BOTTOM OF PIPE,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20190018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190014,INTERNAL CORROSION,,,,,,,,,,,,,,,,CORROSION WAS ON A VALVE,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20190017,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20190016,EXTERNAL CORROSION,LOCALIZED PITTING,,YES,,,,,,NO,,,,,YES,NO,,,,,,,,,,,,,,
20190015,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20190002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190007,EXTERNAL CORROSION,LOCALIZED PITTING,YES,,,,,,,YES,YES,YES,YES,YES,,NO,,,,,,,,,,,,,,
20190008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180403,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,NORMAL OPERATING CONDITIONS,NO
20190005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190003,,,,,,,,,,,,,,,,,,,,,,,,,,,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",,,
20180412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180411,INTERNAL CORROSION,,,,,,,,,,,,,,,,BOTTOM OF PIPE,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20180410,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR NOT RELATED TO EXCAVATION AND NOT DUE TO MOTORIZED VEHICLE/EQUIPMENT DAMAGE,CONSTRUCTION,NO
20180408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180397,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,,,,
20180393,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",NORMAL OPERATING CONDITIONS,NO
20180396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180407,,,,,,,,,,,,,,,,,,,,,,,,,EXCAVATION ISSUE,IMPROPER BACKFILLING PRACTICES,,,,
20180400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180399,,,,,,,,,,,,,,,,,,,,,,,,THERMAL STRESS,,,,,,
20180395,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20180391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180361,,,,,,,,,,,,,,,,,,,,,,,,,EXCAVATION ISSUE,IMPROPER BACKFILLING PRACTICES,,,,
20180394,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,NORMAL OPERATING CONDITIONS,YES
20180383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190038,,,,,,,,,,,,,,,,,,,,,,,,,NOTIFICATION ISSUE,NO NOTIFICATION MADE TO THE ONE-CALL CENTER/811,,,,
20180386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180385,,,,,,,,,,,,,,,,,,,,,,,,,,,,EQUIPMENT NOT INSTALLED PROPERLY,OTHER MAINTENANCE,NO
20180384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180382,,,,,,,,,,,,,,,,,,,,,,,,,EXCAVATION ISSUE,EXCAVATOR FAILED TO MAINTAIN CLEARANCE AFTER VERIFYING MARKS,,,,
20180380,,,,,,,,,,,,,,,,,,,,,,,,FROZEN COMPONENTS,,,,,,
20180379,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,OTHER MAINTENANCE,YES
20180381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180378,,,,,,,,,,,,,,,,,,,,,,,,,MISCELLANEOUS ROOT CAUSES,ROOT CAUSE NOT LISTED (COMMENT REQUIRED),,,,
20180373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180371,EXTERNAL CORROSION,LOCALIZED PITTING,YES,,,,,,,YES,YES,YES,YES,YES,,NO,,,,,,,,,,,,,,
20180372,,,,,,,,,,,,,,,,,,,,,,,,,LOCATING ISSUE,FACILITY MARKED INACCURATELY DUE TO LOCATOR ERROR,,,,
20180369,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",NORMAL OPERATING CONDITIONS,NO
20180368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180367,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,YES,,,,,,,,,,
20180362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180352,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20180363,,,,,,,,,,,,,,,,,,,,,,,,,,,,WRONG EQUIPMENT SPECIFIED OR INSTALLED,CONSTRUCTION,NO
20180342,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,COMMISSIONING,NO
20180364,,,,,,,,,,,,,,,,,,,,,,,,,EXCAVATION ISSUE,IMPROPER BACKFILLING PRACTICES,,,,
20180351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180323,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",DECOMMISSIONING,YES
20180358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180359,,,,,,,,,,,,,,,,,,,,,,,,,,,,EQUIPMENT NOT INSTALLED PROPERLY,OTHER MAINTENANCE,YES
20180356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180354,,,,,,,,,,,,,,,,,,,,,,,,,,,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",,,
20180353,,,,,,,,,,,,,,,,,,,,,,,,,EXCAVATION ISSUE,IMPROPER BACKFILLING PRACTICES,,,,
20180349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180350,EXTERNAL CORROSION,LOCALIZED PITTING,,,,,,YES,ELECTROCHEMICAL,YES,NO,NO,,,,YES,,,,,,,,,,,,,,
20180348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180346,,,,,,,,,,,,,,,,,,,,,,,,,NOTIFICATION ISSUE,NO NOTIFICATION MADE TO THE ONE-CALL CENTER/811,,,,
20180355,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPELINE OR EQUIPMENT OVERPRESSURED,NORMAL OPERATING CONDITIONS,NO
20180334,EXTERNAL CORROSION,LOCALIZED PITTING,,,YES,,,,,YES,YES,YES,YES,YES,,YES,,,,,,,,,,,,,,
20180347,EXTERNAL CORROSION,LOCALIZED PITTING,YES,,,YES,,,,YES,YES,YES,YES,YES,,NO,,,,,,,,,,,,,,
20180345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180343,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,ROUTINE MAINTENANCE,YES
20180341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180340,INTERNAL CORROSION,,,,,,,,,,,,,,,,TANK FLOOR.,NO,YES,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20180339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180321,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",OTHER MAINTENANCE,YES
20180328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180317,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,YES,,,,,,,,,,
20180333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180332,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,YES,,,,,,,,,,
20180330,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,,,,
20180406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180329,,,,,,,,,,,,,,,,,,,,,,,,,LOCATING ISSUE,FACILITY NOT MARKED DUE TO INCORRECT FACILITY RECORDS/MAPS,,,,
20180327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180325,INTERNAL CORROSION,,,,,,,,,,,,,,,,STEEL TANK BOTTOM,NO,YES,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20180324,EXTERNAL CORROSION,LOCALIZED PITTING,,,,,,YES,INTERFERENCE CAUSED BY IMPROPER NEGATIVE CABLE INSTALLATION,YES,YES,YES,YES,,,YES,,,,,,,,,,,,,,
20180404,,,,,,,,,,,,,,,,,,,,,,,,,,,,EQUIPMENT NOT INSTALLED PROPERLY,COMMISSIONING,YES
20180316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180318,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,NON-ROUTINE OPERATING CONDITIONS (ABNORMAL OPERATIONS OR EMERGENCIES),NO
20180315,,,,,,,,,,,,,,,,,,,,,,,,,NOTIFICATION ISSUE,NO NOTIFICATION MADE TO THE ONE-CALL CENTER/811,,,,
20180319,,,,,,,,,,,,,,,,,,,,,,,,,MISCELLANEOUS ROOT CAUSES,ROOT CAUSE NOT LISTED (COMMENT REQUIRED),,,,
20180375,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER OUTSIDE FORCE DAMAGE,,,
20180312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180314,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,YES,,,,,,,,,,
20180309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180308,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,DECOMMISSIONING,YES
20180313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180311,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20180299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180300,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",ROUTINE MAINTENANCE,YES
20180304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180281,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,,,,
20180301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180294,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,OTHER MAINTENANCE,NO
20180293,,,,,,,,,,,,,,,,,,,,,,,,,EXCAVATION ISSUE,EXCAVATOR FAILED TO MAINTAIN CLEARANCE AFTER VERIFYING MARKS,,,,
20180283,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPELINE OR EQUIPMENT OVERPRESSURED,NORMAL OPERATING CONDITIONS,YES
20180291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180292,,,,,,,,,,,,,,,,,,,,,,,,,,,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",,,
20180290,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20180288,,,,,,,,,,,,,,,,,,,,,,,,,EXCAVATION ISSUE,IMPROPER EXCAVATION PRACTICE NOT LISTED ABOVE,,,,
20180287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180286,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",NORMAL OPERATING CONDITIONS,NO
20180285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190021,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR NOT RELATED TO EXCAVATION AND NOT DUE TO MOTORIZED VEHICLE/EQUIPMENT DAMAGE,ROUTINE MAINTENANCE,NO
20180284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180274,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20180276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180273,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,YES,,,,,,,,,,
20180261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180262,,,,,,,,,,,,,,,,,,,,,,,,,,,,EQUIPMENT NOT INSTALLED PROPERLY,ROUTINE MAINTENANCE,YES
20180260,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,ROUTINE MAINTENANCE,YES
20180268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180250,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20180251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180256,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,ROUTINE MAINTENANCE,YES
20180254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180248,,,,,,,,,,,,,,,,,,,,,,,,,LOCATING ISSUE,FACILITY MARKED INACCURATELY DUE TO LOCATOR ERROR,,,,
20180249,,,,,,,,,,,,,,,,,,,,,,,,,,,,WRONG EQUIPMENT SPECIFIED OR INSTALLED,CONSTRUCTION,NO
20180252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180236,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPELINE OR EQUIPMENT OVERPRESSURED,NORMAL OPERATING CONDITIONS,YES
20180243,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",COMMISSIONING,YES
20180241,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",OTHER MAINTENANCE,YES
20180242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180240,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",NORMAL OPERATING CONDITIONS,YES
20180237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180238,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",OTHER MAINTENANCE,YES
20180239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180232,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",ROUTINE MAINTENANCE,YES
20180231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180224,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20180230,,,,,,,,,,,,,,,,,,,,,,,,,NOTIFICATION ISSUE,NO NOTIFICATION MADE TO THE ONE-CALL CENTER/811,,,,
20180225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
