case_lat,case_lon,case_date,FEDERAL,CAUSE,inst_age_in_days,MOP_PSIG,TAVG,case_date_sin,COMMODITY_RELEASED_TYPE_BIOFUEL / ALTERNATIVE FUEL(INCLUDING ETHANOL BLENDS),COMMODITY_RELEASED_TYPE_CO2 (CARBON DIOXIDE),COMMODITY_RELEASED_TYPE_CRUDE OIL,COMMODITY_RELEASED_TYPE_HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,COMMODITY_RELEASED_TYPE_HYDROGEN GAS,COMMODITY_RELEASED_TYPE_LANDFILL GAS,COMMODITY_RELEASED_TYPE_NATURAL GAS,COMMODITY_RELEASED_TYPE_OTHER GAS,COMMODITY_RELEASED_TYPE_PROPANE GAS,COMMODITY_RELEASED_TYPE_REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,ON_OFF_SHORE_OFFSHORE,ON_OFF_SHORE_ONSHORE,LOCATION_TYPE_OPERATOR-CONTROLLED PROPERTY,"LOCATION_TYPE_ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",LOCATION_TYPE_PIPELINE RIGHT-OF-WAY,LOCATION_TYPE_PRIVATE PROPERTY,LOCATION_TYPE_PUBLIC PROPERTY,LOCATION_TYPE_TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,LOCATION_TYPE_UTILITY RIGHT-OF-WAY / EASEMENT,MATERIAL_INVOLVED_CARBON STEEL,MATERIAL_INVOLVED_CAST/WROUGHT IRON,MATERIAL_INVOLVED_COPPER,MATERIAL_INVOLVED_DUCTILE IRON,MATERIAL_INVOLVED_MATERIAL OTHER THAN CARBON STEEL,MATERIAL_INVOLVED_MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,MATERIAL_INVOLVED_OTHER,MATERIAL_INVOLVED_PLASTIC,MATERIAL_INVOLVED_STEEL,MATERIAL_INVOLVED_UNKNOWN,PIPE_FACILITY_TYPE_COOPERATIVE,PIPE_FACILITY_TYPE_INTERSTATE,PIPE_FACILITY_TYPE_INTRASTATE,PIPE_FACILITY_TYPE_INVESTOR OWNED,PIPE_FACILITY_TYPE_MUNICIPALLY OWNED,PIPE_FACILITY_TYPE_OTHER,PIPE_FACILITY_TYPE_PETROLEUM GAS DISTRIBUTION,PIPE_FACILITY_TYPE_PRIVATELY OWNED,PIPELINE_FUNCTION_< 20% SMYS REGULATED TRANSMISSION,PIPELINE_FUNCTION_=< 20% SMYS REGULATED GATHERING,PIPELINE_FUNCTION_> 20% SMYS REGULATED GATHERING,PIPELINE_FUNCTION_> 20% SMYS REGULATED TRANSMISSION,PIPELINE_FUNCTION_OFFSHORE GATHERING,PIPELINE_FUNCTION_TRANSMISSION IN STORAGE FIELD,PIPELINE_FUNCTION_TRANSMISSION LINE OF DISTRIBUTION SYSTEM,PIPELINE_FUNCTION_TRANSMISSION SYSTEM,PIPELINE_FUNCTION_TYPE A GATHERING,PIPELINE_FUNCTION_TYPE B GATHERING,PIPELINE_FUNCTION_TYPE C GATHERING,zone_Cold,zone_Hot-Dry,zone_Hot-Humid,zone_Marine,zone_Mixed-Dry,zone_Mixed-Humid,zone_Subarctic,zone_Very Cold
30.0038889,-90.8547222,15843.916666666666,0.0,EQUIPMENT FAILURE,11199.082236279706,684.8934898954703,0.0,0.5464424037696464,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.576211,-83.175854,15859.916666666666,0.0,INCORRECT OPERATION,11199.082236279706,400.0,21.72,0.2980824297389771,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43.54566,-96.79346,16846.958333333332,0.0,NATURAL FORCE DAMAGE,25613.0,275.0,-5.4,0.8307716043116447,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60.77644,-151.4333,18012.916666666668,0.0,CORROSION FAILURE,19839.0,499.0,2.225,0.807327290935447,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29.826148,-94.886076,17084.916666666668,0.0,EQUIPMENT FAILURE,1379.0,1440.0,25.56,-0.9343493920771492,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.33278,-98.72257,15600.916666666666,0.0,CORROSION FAILURE,11199.082236279706,684.8934898954703,27.53,-0.99881080449622,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43.075637,-86.202413,18030.916666666668,0.0,EXCAVATION DAMAGE,22049.0,400.0,5.965,0.5889451958988515,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29.98219,-94.06028,14879.916666666666,0.0,EXCAVATION DAMAGE,11199.082236279706,684.8934898954703,28.68,-0.9943709242588634,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32.51846,-94.84417,15378.958333333334,0.0,INCORRECT OPERATION,11199.082236279706,684.8934898954703,10.88,0.74649502234411,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32.01202,-102.01668,16489.958333333332,0.0,CORROSION FAILURE,1515.0,275.0,7.234999999999999,0.8993174464172194,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32.6585,-103.1384,18079.916666666668,0.0,INCORRECT OPERATION,2740.0,920.0,0.0,-0.2121192611597943,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48.285225,-103.321873,17540.958333333332,0.0,INCORRECT OPERATION,740.0,1440.0,-8.485,0.3530051305550487,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.81386,-99.42139,14623.958333333334,0.0,CORROSION FAILURE,11199.082236279706,300.0,-1.6,0.4008309744534094,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44.5311,-88.0121,15075.916666666666,0.0,CORROSION FAILURE,18363.0,275.0,1.555,0.9432385398977567,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30.17253,-90.78807,17025.916666666668,0.0,EQUIPMENT FAILURE,225.0,1440.0,28.01,-0.795314081537233,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.105,-101.29663,18280.95833333333,0.0,CORROSION FAILURE,2575.0,1440.0,9.82,0.5080532813695665,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28.5475,-92.9047222,16698.916666666668,0.0,CORROSION FAILURE,16334.0,1440.0,28.11,-0.9999958843236666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40.596305,-91.411283,15207.916666666666,0.0,EQUIPMENT FAILURE,11199.082236279706,684.8934898954703,26.765,-0.8624168648794732,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.070664,-94.588428,18969.95833333333,0.0,EXCAVATION DAMAGE,21527.0,100.0,7.915,-0.1719997576504108,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37.8755,-122.2737,15775.958333333334,0.0,EXCAVATION DAMAGE,9567.0,60.0,12.035,0.9843476620562576,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35.48374,-80.73542,16506.958333333332,0.0,EQUIPMENT FAILURE,71.0,505.0,6.4,0.98723546034585,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36.1326083,-96.029061,14948.958333333334,0.0,EQUIPMENT FAILURE,11199.082236279706,684.8934898954703,7.58,-0.2726483119776466,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32.7478,-98.9129,14875.916666666666,0.0,INCORRECT OPERATION,11199.082236279706,684.8934898954703,27.865,-0.9993045308504078,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.81815,-120.02029,17954.958333333332,0.0,OTHER OUTSIDE FORCE DAMAGE,11199.082236279706,60.0,-1.295,0.9335804264971796,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41.322508,-102.87641,15768.958333333334,0.0,EQUIPMENT FAILURE,11199.082236279706,684.8934898954703,0.255,0.9560247105315504,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.97676,-83.9178,16139.958333333334,0.0,EQUIPMENT FAILURE,3722.0,604.0,8.695,0.9811681803104236,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29.52178748,-89.7205746,18400.916666666668,0.0,OTHER INCIDENT CAUSE,22419.0,1000.0,23.39,0.517290596738357,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
38.787087,-84.370505,15310.958333333334,0.0,OTHER OUTSIDE FORCE DAMAGE,11199.082236279706,60.0,6.73,-0.3219488141007912,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34.01297563,-93.36972716,16387.958333333332,0.0,EXCAVATION DAMAGE,20771.0,175.0,12.965,-0.5953031581716198,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
70.15120454,-147.0965357,15448.916666666666,0.0,EQUIPMENT FAILURE,11199.082236279706,684.8934898954703,-25.205,0.8887159031828379,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38.941703,-79.949524,15985.916666666666,0.0,EQUIPMENT FAILURE,3568.0,100.0,14.555,-0.9566535827714544,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29.87167,-93.96806,18385.916666666668,0.0,EQUIPMENT FAILURE,11199.082236279706,720.0,22.445,0.7186751385702073,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29.765296,-95.144848,17446.916666666668,0.0,EQUIPMENT FAILURE,646.0,285.0,25.835,-0.9514988277739004,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67.798111,-149.819447,19145.916666666668,1.0,EQUIPMENT FAILURE,11199.082236279706,1090.0,1.9,0.2816074263399255,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.569972,-82.272985,17623.916666666668,0.0,NATURAL FORCE DAMAGE,13606.0,125.0,5.455,0.9763218740062628,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
45.313647,-92.587678,17227.958333333332,0.0,EQUIPMENT FAILURE,18324.0,877.0,-1.9,0.9508346265781988,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
33.65258,-102.5601,18415.916666666668,0.0,OTHER OUTSIDE FORCE DAMAGE,11199.082236279706,780.0,23.505000000000003,0.2816074263398841,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
48.15571,-103.40957,19140.916666666668,0.0,EQUIPMENT FAILURE,11199.082236279706,684.8934898954703,6.38,0.3630507430022871,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.369462,-123.239372,17224.958333333332,0.0,MATERIAL FAILURE OF PIPE OR WELD,16495.0,720.0,8.209999999999999,0.933580426497195,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40.894805,-85.440504,15410.958333333334,0.0,INCORRECT OPERATION,11199.082236279706,684.8934898954703,5.425000000000001,0.9843476620562512,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36.74636,-99.36591,17350.916666666668,0.0,OTHER OUTSIDE FORCE DAMAGE,11199.082236279706,1170.0,26.630000000000003,-0.2289094787573803,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
37.03878,-100.69665,18127.916666666668,0.0,EXCAVATION DAMAGE,19589.0,1300.0,26.455,-0.8624168648795009,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27.72222,-97.76397,15172.916666666666,0.0,EXCAVATION DAMAGE,20652.0,1050.0,29.725,-0.4237013879294611,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32.3115885,-103.6377833,18647.95833333333,0.0,CORROSION FAILURE,11199.082236279706,684.8934898954703,5.640000000000001,0.5374004261348619,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47.91906322,-104.0294472,17059.916666666668,0.0,EQUIPMENT FAILURE,624.0,285.0,0.0,-0.9978235956407356,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38.780525,-121.246797,14808.916666666666,0.0,EQUIPMENT FAILURE,19557.0,275.0,24.55,-0.439230503200425,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40.59063,-74.21935,15827.916666666666,0.0,EQUIPMENT FAILURE,11199.082236279706,684.8934898954703,14.585,0.7536105411678543,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33.139747,-98.1214,15907.916666666666,0.0,CORROSION FAILURE,8603.0,720.0,13.765,-0.4999999999999902,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.1591,-94.6759,14927.958333333334,0.0,INCORRECT OPERATION,11199.082236279706,1000.0,17.845,-0.5953031581715962,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42.03668,-87.94307,14657.958333333334,0.0,CORROSION FAILURE,12467.0,60.0,-4.265,0.8402297022249924,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35.56572,-96.44923,14987.958333333334,0.0,CORROSION FAILURE,11199.082236279706,684.8934898954703,3.025,0.3850015359480898,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29.365959,-89.53902,18257.95833333333,0.0,EQUIPMENT FAILURE,11199.082236279706,285.0,14.75,0.136568268945346,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.297771,-92.332821,16112.958333333334,0.0,NATURAL FORCE DAMAGE,773.0,838.0,3.095,0.7905065725579754,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35.73459,-96.56181,16075.958333333334,0.0,CORROSION FAILURE,23016.0,600.0,2.345,0.2712678631790361,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40.48771,-98.55188,14676.958333333334,0.0,MATERIAL FAILURE OF PIPE OR WELD,23443.0,720.0,0.5300000000000002,0.9698894862860789,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32.07056,-96.4742,16833.958333333332,0.0,CORROSION FAILURE,23043.0,285.0,9.725,0.6865314250442052,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28.87892,-92.14027,16406.958333333332,0.0,CORROSION FAILURE,16407.0,1250.0,13.635,-0.3056042471664243,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35.7688889,-97.6930556,15458.916666666666,0.0,CORROSION FAILURE,4867.0,0.0,0.0,0.7970500076116676,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35.48354,-80.7357,14664.958333333334,0.0,EQUIPMENT FAILURE,11199.082236279706,684.8934898954703,3.09,0.8993174464172293,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.821442,-94.469056,15425.916666666666,0.0,MATERIAL FAILURE OF PIPE OR WELD,10678.0,1480.0,15.21,0.9967750424254934,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36.8053,-101.2876,15253.916666666666,0.0,CORROSION FAILURE,14158.0,275.0,0.0,-0.9661112179932102,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38.52153,-106.10621,17630.916666666668,0.0,"PIPE, WELD, OR JOINT FAILURE",11199.082236279706,550.0,0.0,0.9432385398977504,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29.974967,-94.056243,17853.958333333332,0.0,EXCAVATION DAMAGE,11199.082236279706,1008.0,19.28,-0.5092883446438737,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37.4175,-100.7953,14955.958333333334,0.0,EQUIPMENT FAILURE,11199.082236279706,684.8934898954703,4.265000000000001,-0.1550174486613611,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32.160741,-102.633028,17422.916666666668,0.0,EQUIPMENT FAILURE,256.0,1480.0,25.96,-0.9949625280778772,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41.307,-72.90925,15046.958333333334,0.0,CORROSION FAILURE,20526.0,188.0,2.085,0.9872354603458546,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.914572,-98.440369,15875.916666666666,0.0,EQUIPMENT FAILURE,170.0,750.0,25.15,0.0272524521652241,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36.599561,-94.449958,18069.916666666668,0.0,NATURAL FORCE DAMAGE,18435.0,55.0,21.025,-0.0415890002340438,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33.978665,-81.194111,19179.916666666668,0.0,EXCAVATION DAMAGE,11199.082236279706,60.0,27.75,-0.2953425982207357,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35.28036,-119.42238,16213.916666666666,0.0,EQUIPMENT FAILURE,19136.0,0.0,20.15,0.4724243355118814,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
