case_idx,data_sourc,case_lat,case_lon,case_date,COMMODITY_,INTENTIONA,UNINTENTIO,FATAL,INJURE,ON_OFF_SHO,IGNITE_IND,EXPLODE_IN,NUM_PUB_EV,FEDERAL,LOCATION_T,CROSSING,ITEM_INVOL,MATERIAL_I,EST_COST_O,EST_COST_G,EST_COST_P,EST_COST_E,EST_COST_1,EST_COST_2,CAUSE,CAUSE_DETA,NARRATIVE,SYSTEM_PAR,INCIDENT_A,PIPE_FACIL,INSTALLATI,RELEASE_TY,COULD_BE_H,MOP_PSIG,PIPELINE_F,SCADA_IN_P,INVESTIGAT,EMPLOYEE_D,CONTRACTOR,zone,TAVG_x,accident_p,station_id,YYYY-mm_x,YYYY-mm_prev,TAVG_y,YYYY-mm_y,TAVG
2939,hazardous_liquid,39.04705,-101.73841,2016/10/29,CRUDE OIL,,1722.0,0,0,ONSHORE,0,0.0,0.0,0.0,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",0.0,PUMP,CARBON STEEL,0.0,77490.0,250000.0,0.0,2500000.0,0.0,INCORRECT OPERATION,OTHER INCORRECT OPERATION,"AT APPROXIMATELY 9:15 PM ON SATURDAY 10/29/2016 MOV 3400 ON THE WCII PUMP #2(P-3352) HAD AN UN-COMMANDED CLOSURE.  THE CONTROLLER ON DUTY COMMANDED THE VALVE OPEN AT 9:21 PM  AND THE VALVE WAS FULLY OPENED BY 9:22 PM.     SHORTLY AFTER REPORTING TO DUTY,",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,2014,LEAK,0.0,1480.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",1.0,0.0,Cold,,42.229729729729726,GHCND:USC00148535,2016-10,2016-09,14.44,2016-09,19.89
2947,hazardous_liquid,31.9810444,-97.2807222,2016/10/20,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,649.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,PUMP,CARBON STEEL,0.0,17049.0,100.0,0.0,0.0,0.0,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,PIPELINE CONTROL RECEIVED A CALL AT APPROXIMATELY 06:00 ON 10/21/2016 FROM THE HILL COUNTY SHERIFF'S DEPARTMENT REGARDING PRODUCT ESCAPING FROM AN WHITNEY PUMP STATION.  THE PUMP WAS SHUTDOWN AND ISOLATED FROM THE MAINLINE AT 06:04.  A TECHNICIAN ARRIVED,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,2013,LEAK,0.0,1440.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,56.80555555555556,GHCND:USC00414182,2016-10,2016-09,22.65,2016-09,26.94
2949,hazardous_liquid,41.90199,-96.24944,2016/10/17,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,2587.0,1,1,ONSHORE,0,0.0,49.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,PIPE,CARBON STEEL,61397.0,139077.0,184500.0,2359186.0,0.0,68338.0,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,"AT 21:03:40 ON 10/17/2016, A RELEASE OCCURRED ON THE MAGELLAN AMMONIA PIPELINE, L.P. VALLEY TO MISSOURI RIVER PIPELINE SEGMENT.  AT 21:14 MAGELLAN INITIATED A COMPLETE PIPELINE SHUTDOWN AND ISOLATION BASED ON SCADA AND THE CPM (PLM) SYSTEM INDICATIONS.","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTERSTATE,1968,RUPTURE,0.0,1198.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"YES, BUT THE INVESTIGATION OF THE CONTROL ROOM AND/OR CONTROLLER ACTIONS HAS NOT YET BEEN COMPLETED BY THE OPERATOR (SUPPLEMENTAL REPORT REQUIRED)",1.0,0.0,Cold,,66.7779632721202,GHCND:USW00094978,2016-10,2016-09,13.39,2016-09,20.01
2950,hazardous_liquid,38.090565,-77.44609599999998,2016/10/17,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,,0.86,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,VALVE,MATERIAL OTHER THAN CARBON STEEL,0.0,52.0,600.0,60000.0,0.0,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"AT 17:36 10/17/2016, THE ALPHARETTA CONTROL CENTER (ACC) RECEIVED AN EXPLOSIVE ATMOSPHERE DETECTION (EAD) ALARM FROM THE BOWLING GREEN PUMPING STATION.  ACC INITIATED SHUTDOWN OF THE PIPELINE. AN EMPLOYEE WAS IN THE AREA AND RESPONDED APPROXIMATELY 10 MI",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,UNKNOWN,LEAK,1.0,1440.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Mixed-Humid,,56.80555555555556,GHCND:USC00443204,2016-10,2016-09,15.21,2016-09,23.04
2953,hazardous_liquid,30.50214,-100.58349,2016/10/17,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,26.42,0.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,PUMP,CARBON STEEL,0.0,0.0,0.0,0.0,0.0,0.0,OTHER ACCIDENT CAUSE,MISCELLANEOUS,"SONORA PUMP STATION, PUMP CASES WERE SWAPPED OUT TO INCREASE THE FLOWS THROUGH THE SITE.  A SPARE PUMP CASE WAS SENT TO SPX TO BE UPGRADED TO A HIGH FLOW BUNDLE, AND THEN TRANSPORTED TO THE SONORA PUMP STATION.  THE ROOF WAS REMOVED TO FACILITATE THE REM",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTRASTATE,UNKNOWN,OTHER,0.0,1440.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Dry,,27.777777777777775,GHCND:USC00412809,2016-10,2016-09,20.32,2016-09,24.02
2956,hazardous_liquid,40.858546,-104.428739,2016/10/13,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,1.58,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,FLANGE ASSEMBLY,MATERIAL OTHER THAN CARBON STEEL,0.0,0.0,200.0,0.0,0.0,0.0,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,OP TECH OBSERVED A LEAK ON FLANGE WHILE CONDUCTING ROUTINE SITE ROUNDS. FOLLOWING OBSERVATION THE OP. TECH CONTACTED PIPELINE CONTROL AND THEY PROCEEDED TO REDUCE PIPELINE FLOW TO 0 FLOW WAS ESTABLISHED.   AFTER ZERO FLOW WAS ESTABLISHED. LEAK WAS ISOLAT,"ONSHORE PIPELINE, INCLUDING VALVE SITES",ABOVEGROUND,INTERSTATE,2013,LEAK,0.0,1575.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Cold,,57.14285714285714,GHCND:USW00094074,2016-10,2016-09,11.3,2016-09,16.14
2962,hazardous_liquid,31.80071,-103.79157,2016/10/06,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,0.12,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,PIPE,CARBON STEEL,0.0,808.0,550000.0,0.0,0.0,0.0,CORROSION FAILURE,EXTERNAL CORROSION,"DCP MIDSTREAM CONTINUED MITIGATIVE MEASURES ON THE RB-1 PIPELINE DUE TO THE RELEASE ON THE PECOS RIVER. THE CAUSE OF THAT FAILURE WAS DETERMINED BY THE THIRD PARTY ENGINEERING FIRM, STRESS ENGINEERING, TO BE INDUCED STRAY CURRENT CORROSION (AC AND DC). A","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTRASTATE,2015,LEAK,0.0,1440.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Dry,,49.44444444444444,GHCND:USW00093033,2016-10,2016-09,19.24,2016-09,22.47
3010,hazardous_liquid,29.089664,-96.62664400000001,2016/08/31,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,2.48,0,0,ONSHORE,1,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,OTHER,CARBON STEEL,0.0,0.0,0.0,0.0,0.0,0.0,NATURAL FORCE DAMAGE,LIGHTNING,"AT APPROXIMATELY 4:35PM ON 8/31/16, DCP TECHNICIAN NOTICED THE VENT STACK AT DCP PUMP STATION (WILBREEZE PUMP STATION) HAD AN APPROXIMATELY 12"" FLAME AT THE TOP OF THE VENT STACK. ABOUT 12+ HOURS PRIOR TO THE FIRE ON THE VENT STACK, MAINTENANCE WAS CONDU",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTRASTATE,2013,OTHER,0.0,1440.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,76.38888888888889,GHCND:USC00412786,2016-08,2016-07,28.95,2016-07,29.89
3047,hazardous_liquid,29.337541,-96.678846,2016/08/10,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,17.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,VALVE,CARBON STEEL,0.0,340.0,600.0,0.0,0.0,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"DURING PIGGING OPERATIONS A LEAKING THERMAL RELIEF VALVE WAS DISCOVERED WHEN AN TECHNICIAN ARRIVED ON SITE. IT WAS RELEASING TO THE PLANT FLARE IN THE PLANT YARD AND THE THERMAL RELIEF VALVE HAD A 2"" ICE BALL. THE THERMAL RELIEF VALVE ON THE METER SKID W",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTRASTATE,UNKNOWN,LEAK,0.0,1440.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,78.47222222222221,GHCND:USC00413873,2016-08,2016-07,28.82,2016-07,29.89
3051,hazardous_liquid,33.347755,-98.726775,2016/08/09,CRUDE OIL,,0.6,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,PIPE,CARBON STEEL,0.0,30.0,11000.0,10000.0,5000.0,0.0,OTHER ACCIDENT CAUSE,MISCELLANEOUS,"ON 08/09/16 AT APPROXIMATELY 2:42 PM, A PIN HOLE LEAK CAUSED BY SAND BLASTING ACTIVITY DURING A PLANNED ILI REHAB RESULTED IN THE RELEASE OF .6 BARRELS OF CRUDE OIL.     A PLIDCO CLAMP WAS IMMEDIATELY INSTALLED TO STOP THE LEAK.    ON 08/11/16, TYPE B SL","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTRASTATE,UNKNOWN,OTHER,0.0,305.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Mixed-Humid,,18.0327868852459,GHCND:USR0000TPOS,2016-08,2016-07,28.98,2016-07,30.97
3052,hazardous_liquid,31.79952,-103.80908,2016/08/09,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2379.0,203.0,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,1.0,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,0.0,51640.0,325000.0,0.0,5000.0,0.0,CORROSION FAILURE,EXTERNAL CORROSION,"ON 8/9 AT APPROXIMATELY 13:30 AN NGL TECHNICIAN COMPLETED AN INTERNAL LEAK REPORT ON RED BLUFF LATERAL AT THE PECOS RIVER, BASED ON A SUSPECTED LEAK FOUND BY AERIAL PATROL USING A FLIR CAMERA. THE NGL TECHNICIAN IMMEDIATELY CALLED THE HOUSTON CONTROL CEN","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTRASTATE,2015,LEAK,0.0,1440.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Dry,,67.36111111111111,GHCND:USW00093033,2016-08,2016-07,25.93,2016-07,30.52
3054,hazardous_liquid,32.533014,-103.545923,2016/08/08,CRUDE OIL,,250.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,PIPE,CARBON STEEL,0.0,2250.0,131882.0,16404.0,0.0,0.0,CORROSION FAILURE,INTERNAL CORROSION,"APPROXIMATELY 250 BBLS OF CRUDE OIL WERE RELEASED AS A RESULT OF INTERNAL CORROSION ON PLAINS TANK LINE.  ALL OIL WAS CONTAINED WITHIN PLAINS PROPERTY. PLAINS HAS REPLACED APPROXIMATELY 200 FEET OF THE 12-INCH LINE WITH ABOVEGROUND 8-INCH PIPING, WHICH P",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,UNDERGROUND,INTRASTATE,1950,LEAK,0.0,275.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",0.0,0.0,Hot-Dry,,14.545454545454543,GHCND:USW00093033,2016-08,2016-07,25.93,2016-07,30.52
3066,hazardous_liquid,39.67171,-97.02436,2016/08/01,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,9.0,25.0,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,PIPE,CARBON STEEL,5600.0,1500.0,3000.0,86872.0,0.0,0.0,INCORRECT OPERATION,OTHER INCORRECT OPERATION,"A PINHOLE RELEASE OCCURRED WHILE WELDING THE END WELD OF A TYPE B SLEEVE DURING A REHABILITATION DIG.  THIS LINE WAS SHUT DOWN AND ISOLATED.  STOPPLES WERE SET AND THE FAILED PIPE CUT OUT AND REPLACED WITH NEW, PRE-TESTED PIPE, AND THE LINE WAS SUBSEQUEN","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTERSTATE,1968,LEAK,1.0,1198.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,1.0,Mixed-Humid,,46.74457429048415,GHCND:USC00148578,2016-08,2016-07,25.12,2016-07,26.87
3073,hazardous_liquid,38.78777,-89.083319,2016/07/28,CRUDE OIL,,0.2,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,VALVE,CARBON STEEL,0.0,10.0,1000.0,6000.0,0.0,0.0,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,"A FIELD TECHNICIAN WAS INSTALLING LOCKS ON SEVERAL MANIFOLD VALVES WHEN A LEAK WAS DISCOVERED ON VALVE PX13. UPON FURTHER INVESTIGATION, THE CAUSE OF FAILURE WAS DETERMINED TO BE A BROKEN PIPE NIPPLE (1/2 INCH SCHEDULE 160) THREADED INTO THE VALVE FLANGE",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,2015,LEAK,1.0,275.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",0.0,0.0,Mixed-Humid,,7.272727272727272,GHCND:USC00117636,2016-07,2016-06,25.54,2016-06,25.45
3081,hazardous_liquid,32.209977,-94.955487,2016/07/20,CRUDE OIL,,0.5,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,PIPE,CARBON STEEL,0.0,24.0,9000.0,2000.0,0.0,0.0,CORROSION FAILURE,EXTERNAL CORROSION,"ON 7/20/2016 OPERATION PERSONNEL WERE NOTIFIED OF A STAIN ON THE GROUND AT NEW LONDON STATION BY A 3RD PARTY CRUDE TRUCKING DRIVER.  THE TRUCK FACILITY WAS SHUT DOWN AND SUBSEQUENT EXCAVATION REVEALED A PINHOLE IN A SECTION OF 8"" STATION PIPING.  THE CAU",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,UNDERGROUND,INTRASTATE,UNKNOWN,LEAK,0.0,285.0,< 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,10.526315789473683,GHCND:USR0000THEN,2016-07,2016-06,29.44,2016-06,27.07
3100,hazardous_liquid,39.772846,-91.565859,2016/06/25,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3.7,10.0,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,4000.0,550.0,22739.0,500.0,4810.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED","NUSTAR PIPELINE CONTROL CENTER WAS NOTIFIED OF VISIBLE VAPORS ABOVE THE GROUND NEAR VALVE SITE 5-10 IN MARION COUNTY, MISSOURI.  NUSTAR EMPLOYEE ARRIVED ON SITE AND CONFIRMED LEAK.    WORK CREW ARRIVED ON SITE, EXCAVATED AND FOUND BURIED STOPPLE TEE LEAK","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTERSTATE,2000,LEAK,0.0,1340.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",0.0,0.0,Cold,,82.76119402985074,GHCND:USC00233601,2016-06,2016-05,25.06,2016-05,16.9
3112,hazardous_liquid,28.84754,-98.08785,2016/06/14,CRUDE OIL,,2.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,VALVE,CARBON STEEL,0.0,90.0,3000.0,3000.0,3000.0,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"OPERATOR WAS NOT NOTIFIED BY TRUCK DRIVER THAT CHECK VALVE ON PIPELINE WAS LEAKING, OPERATOR ARRIVED AND SHUT DOWN PIPELINE, VALVES WERE BLOCKED UPSTREAM AND DOWNSTREAM OF CHECK VALVE AND FAILURE WAS IDENTIFIED. THE CONNECTING ROD HAD BROKEN ON VALVE, NE","ONSHORE PIPELINE, INCLUDING VALVE SITES",ABOVEGROUND,INTRASTATE,2011,LEAK,0.0,1440.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,21.875,GHCND:USC00417111,2016-06,2016-05,,2016-05,24.37
3149,hazardous_liquid,39.844773,-75.418525,2016/05/27,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.0,9.1,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,SCRAPER/PIG TRAP,MATERIAL OTHER THAN CARBON STEEL,0.0,123.0,50.0,7570.0,0.0,0.0,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,"ON FRIDAY, 5/27/2016 AT 13:04, A HIGH-HIGH LEL ALARM CONDITION TRIGGERED A FACILITY LOCKOUT AT TWIN OAKS METER STATION AND PIELINE SHUT DOWN.  EVENT NOTIFICATION WAS SENT TO SUPERVISION AND FIELD PERSONNEL WERE DISPATCHED TO INVESTIGATE.  LEAK WAS DISCOV",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,2014,LEAK,1.0,1480.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Mixed-Humid,,74.45945945945945,GHCND:USW00013739,2016-05,2016-04,17.2,2016-04,12.48
3151,hazardous_liquid,40.480804,-97.76520900000001,2016/05/25,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,,0.36,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,FLANGE ASSEMBLY,CARBON STEEL,0.0,45.0,150.0,2000.0,1500.0,0.0,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,ON 5-25-16 AT APPROX. 7:40 PM A LANDOWNER CALLED A NUSTAR MAINTENANCE TECHNICIAN TO REPORT A RELEASE FROM A FLANGE AT SHICKLEY JUNCTION ON THE LINE 2 - GENEVA TO COLUMBUS. THE MAINTENANCE TECHNICIAN NOTIFIED REGIONAL MANAGEMENT IMMEDIATELY AND HAD THE PI,"ONSHORE PIPELINE, INCLUDING VALVE SITES",ABOVEGROUND,INTERSTATE,UNKNOWN,LEAK,0.0,960.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",0.0,0.0,Cold,,82.29166666666666,GHCND:USC00253175,2016-05,2016-04,16.22,2016-04,12.51
3156,hazardous_liquid,30.314425,-95.016202,2016/05/23,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,0.16,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,VALVE,MATERIAL OTHER THAN CARBON STEEL,0.0,7.0,50.0,150.0,0.0,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"ONEOK PIPELINE CONTROLS CENTER RECEIVED A CALL FROM LOCAL EMERGENCY RESPONSE TEAM AT 19:48, WHICH HAD RESPONDED TO A 911 CALL FROM THE PUBLIC REGARDING VAPORS COMING FROM A PIPELINE VALVE.  PIPELINE CONTROL CENTER SHUTDOWN PIPELINE AND CONTACTED  ONEOK P","ONSHORE PIPELINE, INCLUDING VALVE SITES",ABOVEGROUND,INTERSTATE,1981,LEAK,0.0,1440.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,58.47222222222223,GHCND:USW00053902,2016-05,2016-04,23.0,2016-04,20.25
3157,hazardous_liquid,36.8480438,-96.35539,2016/05/23,CO2 (CARBON DIOXIDE),6692.0,24.0,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,0.0,50.0,8000.0,0.0,0.0,0.0,CORROSION FAILURE,EXTERNAL CORROSION,"ON 5/23/2016, AT APPROXIMATELY 1235 HRS, CHAPARRAL RECEIVED NOTIFICATION FROM ITS CONTRACTOR STATING THERE WERE INDICATIONS OF A POSSIBLE CO2 LEAK ON THE COFFEYVILLE CO2 PIPELINE.  THE CONTRACTOR HAD BEEN PERFORMING MAINTENANCE ACTIVITIES ON ROW LINE MAR","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTERSTATE,2013,LEAK,0.0,1671.0,> 20% SMYS REGULATED TRANSMISSION,0.0,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE ACCIDENT",0.0,0.0,Mixed-Humid,,70.6163973668462,GHCND:USW00003959,2016-05,2016-04,18.08,2016-04,15.65
