station_idx,station_id,station_name,station_lat,station_lon,station_el,elevationUnit,mindate,maxdate,datacoverage
2987,GHCND:USC00051186,"CABIN CREEK, CO US",39.6552,-105.7088,3054.1,METERS,1968-01-01,2024-03-13,1.0
2988,GHCND:USC00051268,"CAMPO 7 S, CO US",37.01029,-102.55367,1251.2,METERS,1954-04-01,2024-03-13,1.0
2989,GHCND:USC00051294,"CANON CITY, CO US",38.4599,-105.2255,1639.2,METERS,1893-03-01,2024-03-13,1.0
2990,GHCND:USC00051401,"CASTLE ROCK, CO US",39.38638,-104.8635,1876.3,METERS,1893-01-01,2024-03-09,1.0
2993,GHCND:USC00051528,"CHEESMAN, CO US",39.22017,-105.27825,2095.5,METERS,1902-08-01,2024-03-13,1.0
2994,GHCND:USC00051539,"CHERAW 1 N, CO US",38.115,-103.51,1264.0,METERS,1948-08-01,2024-03-10,1.0
2996,GHCND:USC00051609,"CIMARRON, CO US",38.4432,-107.557,2100.1,METERS,1951-01-01,2024-02-29,1.0
2998,GHCND:USC00051660,"CLIMAX, CO US",39.3671,-106.1898,3457.7,METERS,1893-01-01,2024-03-13,1.0
3000,GHCND:USC00051713,"COCHETOPA CREEK, CO US",38.44313,-106.76156,2440.2,METERS,1909-06-01,2024-01-31,1.0
3001,GHCND:USC00051743,"COLLBRAN 1 WSW, CO US",39.2343,-107.97955,1842.8,METERS,2000-01-01,2024-01-02,1.0
3002,GHCND:USC00051772,"COLORADO NATIONAL MONUMENT, CO US",39.1013,-108.7338,1762.0,METERS,1940-03-01,2024-03-13,1.0
3004,GHCND:USC00051886,"CORTEZ, CO US",37.3444,-108.595,1879.7,METERS,1911-04-01,2024-03-13,1.0
3005,GHCND:USC00051932,"CRAIG 4 SW, CO US",40.45155,-107.5906,1980.0,METERS,1977-01-01,2024-03-13,1.0
3006,GHCND:USC00051948,"CREEDE WATER TREATMENT, CO US",37.8255,-106.9319,2628.6,METERS,2007-02-01,2024-01-31,1.0
3007,GHCND:USC00051959,"CRESTED BUTTE, CO US",38.8738,-106.9772,2702.7,METERS,1909-06-01,2024-03-13,1.0
3008,GHCND:USC00051964,"CRESTONE 2 SE, CO US",37.98054,-105.68978,2439.3,METERS,1982-01-01,2024-03-12,1.0
3009,GHCND:USC00051977,"CRIPPLE CREEK 3 NNW, CO US",38.7955,-105.2004,2814.8,METERS,2005-01-01,2024-02-29,1.0
3011,GHCND:USC00052184,"DEL NORTE 3 ENE, CO US",37.69099,-106.30791,2391.2,METERS,1893-01-01,2024-03-11,1.0
3013,GHCND:USC00052196,"DELTA 3 E, CO US",38.7538,-108.0277,1532.2,METERS,2000-01-01,2024-01-31,1.0
3014,GHCND:USC00052223,"DENVER WATER DEPARTMENT, CO US",39.72944,-105.00861,1592.6,METERS,1997-01-01,2024-03-13,1.0
3016,GHCND:USC00052281,"DILLON 1 E, CO US",39.62455,-106.03353,2767.9,METERS,1893-01-01,2024-03-13,1.0
3022,GHCND:USC00052446,"EADS, CO US",38.47586,-102.77708,1283.8,METERS,1907-04-01,2024-03-11,1.0
3023,GHCND:USC00052494,"EASTONVILLE 2 NNW, CO US",39.1091,-104.5997,2197.6,METERS,1956-01-01,2024-03-13,1.0
3024,GHCND:USC00052631,"ELIZABETH 2 NW, CO US",39.38039,-104.62878,2015.0,METERS,1996-01-01,2024-03-13,1.0
3027,GHCND:USC00052759,"ESTES PARK, CO US",40.38528,-105.49444,2320.7,METERS,1896-02-01,2024-03-13,1.0
3029,GHCND:USC00052790,"EVERGREEN, CO US",39.63793,-105.31504,2134.2,METERS,1961-01-01,2024-03-13,1.0
3030,GHCND:USC00052816,"FAIRPLAY S. PARK R.D., CO US",39.2219,-105.9936,3046.5,METERS,2002-01-01,2024-01-31,1.0
3031,GHCND:USC00052932,"FLAGLER 1 S, CO US",39.28135,-103.06207,1499.9,METERS,1919-06-01,2024-02-27,1.0
3032,GHCND:USC00052947,"FLEMING 3 SW, CO US",40.6483,-102.8594,1299.7,METERS,1998-01-01,2024-03-13,1.0
3033,GHCND:USC00052965,"FLORISSANT FOSSIL BEDS, CO US",38.91279,-105.28507,2560.9,METERS,1988-12-01,2024-02-29,1.0
3034,GHCND:USC00053005,"FORT COLLINS, CO US",40.5763,-105.0857,1525.2,METERS,1893-01-01,2024-03-13,1.0
3035,GHCND:USC00053006,"FORT COLLINS 4 E, CO US",40.5756,-105.0236,1499.6,METERS,1990-01-01,2023-11-20,1.0
3036,GHCND:USC00053016,"FORT LEWIS, CO US",37.2309,-108.0514,2320.7,METERS,1915-01-01,2024-03-11,1.0
3037,GHCND:USC00053038,"FORT MORGAN, CO US",40.25694,-103.86987,1333.8,METERS,1896-12-01,2024-02-13,1.0
3038,GHCND:USC00053116,"FRASER, CO US",39.9425,-105.8172,2609.1,METERS,1989-05-01,2024-03-13,1.0
3039,GHCND:USC00053146,"FRUITA, CO US",39.14449,-108.728,1371.0,METERS,1893-01-01,2024-03-06,1.0
3041,GHCND:USC00053246,"GATEWAY 1 ENE, CO US",38.68778,-108.9609,1423.7,METERS,1947-09-01,2024-03-08,1.0
3042,GHCND:USC00053258,"GENOA, CO US",39.2771,-103.4945,1704.7,METERS,1940-08-01,2024-02-29,1.0
3043,GHCND:USC00053261,"GEORGETOWN, CO US",39.7052,-105.6996,2596.9,METERS,1893-01-01,2024-03-12,1.0
3044,GHCND:USC00053307,"GLADE PARK 17 W, CO US",38.95422,-109.05309,1929.4,METERS,1999-10-01,2024-03-13,1.0
3045,GHCND:USC00053359,"GLENWOOD SPGS NUMBER 2, CO US",39.55563,-107.33847,1746.5,METERS,1893-09-01,2023-06-30,1.0
3047,GHCND:USC00053446,"GOULD 4 SE S.F.S.P, CO US",40.51133,-106.01054,2754.8,METERS,2000-01-01,2024-03-13,1.0
3049,GHCND:USC00053489,"GRAND JUNCTION 6 ESE, CO US",39.0422,-108.4663,1450.8,METERS,1962-03-01,2024-03-13,1.0
3050,GHCND:USC00053496,"GRAND LAKE 1 NW, CO US",40.2669,-105.8322,2657.9,METERS,1907-10-01,2024-03-11,1.0
3051,GHCND:USC00053500,"GRAND LAKE 6 SSW, CO US",40.18185,-105.87057,2526.8,METERS,1948-01-01,2024-03-08,1.0
3052,GHCND:USC00053530,"GRANT, CO US",39.46075,-105.6785,2652.4,METERS,1963-01-01,2024-03-12,1.0
3053,GHCND:USC00053541,"GREAT SAND DUNES NATIONAL PARK AND PRESERVE, CO US",37.7332,-105.5119,2494.2,METERS,1950-01-01,2024-03-13,1.0
3054,GHCND:USC00053553,"GREELEY UNC, CO US",40.40233,-104.69907,1452.4,METERS,1967-01-01,2024-03-13,1.0
3056,GHCND:USC00053629,"GROSS RESERVOIR, CO US",39.9363,-105.3502,2098.5,METERS,1978-05-01,2024-03-12,1.0
3057,GHCND:USC00053652,"GUFFEY 9 SE, CO US",38.6866,-105.3925,2717.3,METERS,2007-01-01,2024-03-10,1.0
3058,GHCND:USC00053662,"GUNNISON 3 SW, CO US",38.5254,-106.9672,2323.2,METERS,1893-07-01,2024-03-08,1.0
3060,GHCND:USC00053867,"HAYDEN, CO US",40.4926,-107.2548,1971.1,METERS,1909-01-01,2024-03-13,1.0
3061,GHCND:USC00053951,"HERMIT 8 SE, CO US",37.74933,-107.095,2727.7,METERS,1920-01-01,2024-02-29,1.0
3064,GHCND:USC00054076,"HOLLY, CO US",38.0517,-102.1316,1036.6,METERS,1894-03-01,2024-03-13,1.0
3066,GHCND:USC00054082,"HOLYOKE, CO US",40.5454,-102.3412,1152.1,METERS,1893-01-01,2024-03-14,1.0
3070,GHCND:USC00054254,"IGNACIO 6 ESE, CO US",37.0855,-107.5333,1995.8,METERS,2001-01-01,2024-03-13,1.0
3071,GHCND:USC00054380,"JOES, CO US",39.6552,-102.68043,1303.0,METERS,1948-08-01,2023-08-25,1.0
3072,GHCND:USC00054388,"JOHN MARTIN DAM, CO US",38.06332,-102.92989,1161.6,METERS,1941-01-01,2024-03-13,1.0
3073,GHCND:USC00054413,"JULESBURG, CO US",40.98795,-102.26527,1059.8,METERS,1893-01-01,2024-03-13,1.0
3074,GHCND:USC00054444,"KARVAL, CO US",38.73293,-103.53513,1557.8,METERS,1941-08-01,2024-03-13,1.0
3075,GHCND:USC00054452,"KASSLER, CO US",39.49018,-105.0954,1675.8,METERS,1918-11-01,2024-03-13,1.0
3076,GHCND:USC00054538,"KIM 15 NNE, CO US",37.4536,-103.322,1581.9,METERS,1948-08-01,2024-03-12,1.0
3077,GHCND:USC00054546,"KIM 10 SSE, CO US",37.115,-103.2986,1602.3,METERS,1988-01-01,2024-03-14,1.0
3078,GHCND:USC00054603,"KIT CARSON, CO US",38.76261,-102.79962,1311.2,METERS,1893-01-01,2024-03-13,1.0
3079,GHCND:USC00054606,"KIT CARSON 9 NNE, CO US",38.8867,-102.7232,1324.7,METERS,1996-01-01,2024-03-12,1.0
3080,GHCND:USC00054664,"KREMMLING, CO US",40.0576,-106.368,2273.8,METERS,1908-01-01,2024-02-08,1.0
3081,GHCND:USC00054724,"LA JUNTA, CO US",37.98236,-103.54397,1246.3,METERS,1995-01-01,2024-03-13,1.0
3082,GHCND:USC00054726,"LA JUNTA 20 S, CO US",37.75144,-103.47671,1283.2,METERS,1982-01-01,2024-03-11,1.0
3086,GHCND:USC00054742,"LAKE GEORGE 8 SW, CO US",38.90706,-105.47195,2585.0,METERS,1948-08-01,2024-03-12,1.0
3087,GHCND:USC00054762,"LAKEWOOD, CO US",39.7488,-105.1205,1715.4,METERS,1962-01-01,2024-03-09,1.0
3088,GHCND:USC00054770,"LAMAR, CO US",38.0936,-102.6306,1105.5,METERS,1893-01-01,2024-03-13,1.0
3089,GHCND:USC00054834,"LAS ANIMAS, CO US",38.0635,-103.2152,1185.7,METERS,1893-01-01,2024-02-29,1.0
3090,GHCND:USC00054934,"LEMON DAM, CO US",37.37878,-107.65943,2471.9,METERS,1982-04-01,2024-02-29,1.0
3091,GHCND:USC00054945,"LEROY 5 WSW, CO US",40.51485,-102.99077,1359.7,METERS,1893-01-01,2024-03-13,1.0
3092,GHCND:USC00055025,"LINDON 5 WNW, CO US",39.7555,-103.4986,1478.6,METERS,1988-12-01,2024-03-14,1.0
3093,GHCND:USC00055116,"LONGMONT 2 ESE, CO US",40.16958,-105.0774,1508.8,METERS,1893-01-01,2024-03-13,1.0
3094,GHCND:USC00055236,"LOVELAND 2 N, CO US",40.43475,-105.0849,1534.1,METERS,1989-01-01,2024-03-14,1.0
3095,GHCND:USC00055322,"MANASSA, CO US",37.1712,-105.94013,2345.4,METERS,1893-01-01,2024-03-13,1.0
3096,GHCND:USC00055327,"MANCOS 1 SW, CO US",37.335,-108.3161,2102.2,METERS,1898-11-01,2024-03-07,1.0
3097,GHCND:USC00055402,"MARSTON FILTER PLANT, CO US",39.63642,-105.0646,1682.5,METERS,1995-01-01,2024-03-13,1.0
3100,GHCND:USC00055446,"MAYBELL, CO US",40.51563,-108.09434,1812.3,METERS,1958-01-01,2024-01-31,1.0
3101,GHCND:USC00055484,"MEEKER, CO US",40.0358,-107.9058,1898.6,METERS,1893-01-01,2024-01-31,1.0
3103,GHCND:USC00055531,"MESA VERDE NATIONAL PARK, CO US",37.1996,-108.4893,2176.9,METERS,1922-02-01,2024-03-10,1.0
3104,GHCND:USC00055706,"MONTE VISTA 2 W, CO US",37.58114,-106.18656,2345.4,METERS,1893-01-01,2024-03-13,1.0
3105,GHCND:USC00055722,"MONTROSE NUMBER 2, CO US",38.4858,-107.8791,1764.5,METERS,1895-10-01,2024-01-31,1.0
3107,GHCND:USC00055934,"NEW RAYMER 21 N, CO US",40.9319,-103.8678,1578.9,METERS,1987-01-01,2024-03-09,1.0
3108,GHCND:USC00055970,"NORTHDALE, CO US",37.8123,-109.0132,2036.4,METERS,1930-06-01,2024-03-13,1.0
3109,GHCND:USC00055984,"NORTHGLENN, CO US",39.89901,-105.01358,1636.8,METERS,1984-01-01,2024-03-13,1.0
3110,GHCND:USC00056013,"NORWOOD NUMBER 2, CO US",38.1314,-108.285,2137.0,METERS,2009-10-01,2024-03-03,0.9359
3113,GHCND:USC00056131,"ORDWAY 4 W, CO US",38.21342,-103.82108,1325.9,METERS,1915-07-01,2024-03-13,1.0
3115,GHCND:USC00056205,"OURAY NUMBER 2, CO US",38.0263,-107.6725,2352.4,METERS,2004-01-01,2024-03-14,1.0
3118,GHCND:USC00056266,"PALISADE, CO US",39.11348,-108.35058,1446.3,METERS,1911-05-01,2024-03-13,1.0
3119,GHCND:USC00056280,"PALMER LAKE, CO US",39.11674,-104.91198,2182.7,METERS,1899-08-01,2024-03-13,0.271
3121,GHCND:USC00056320,"PARADOX 2 N, CO US",38.3897,-108.9494,1660.2,METERS,2005-01-01,2024-03-03,1.0
3124,GHCND:USC00056520,"PLACERVILLE, CO US",38.0177,-108.0513,2250.3,METERS,2008-12-01,2024-02-29,1.0
3125,GHCND:USC00056765,"PUEBLO RESERVOIR, CO US",38.25971,-104.71784,1481.6,METERS,1975-07-01,2024-03-08,1.0
3126,GHCND:USC00056816,"RALSTON RESERVOIR, CO US",39.82844,-105.23513,1804.1,METERS,1978-05-01,2024-03-13,1.0
3127,GHCND:USC00056832,"RANGELY 1 E, CO US",40.0889,-108.7727,1608.4,METERS,1894-07-01,2024-03-12,1.0
3128,GHCND:USC00057020,"RIDGWAY, CO US",38.1499,-107.7583,2148.5,METERS,1982-01-01,2024-03-11,1.0
3129,GHCND:USC00057033,"RIFLE 3 ENE, CO US",39.5572,-107.7261,1667.0,METERS,2004-01-01,2024-03-14,1.0
3130,GHCND:USC00057050,"RIO GRANDE RESERVOIR, CO US",37.722,-107.2667,2893.2,METERS,1977-01-01,2024-02-08,1.0
3131,GHCND:USC00057167,"ROCKY FORD 2 SE, CO US",38.03846,-103.69477,1271.0,METERS,1893-01-01,2024-01-31,1.0
3132,GHCND:USC00057249,"ROXBOROUGH ST PARK, CO US",39.4286,-105.0702,1864.5,METERS,1995-01-01,2024-01-31,1.0
3134,GHCND:USC00057296,"RUSTIC 9 WSW, CO US",40.70082,-105.71193,2346.0,METERS,1993-04-01,2024-03-13,1.0
3135,GHCND:USC00057309,"RUXTON PARK, CO US",38.8416,-104.9742,2761.5,METERS,1959-01-01,2024-03-13,1.0
3136,GHCND:USC00057317,"RYE 1 SW, CO US",37.9137,-104.9484,2176.6,METERS,1997-01-01,2024-03-13,1.0
3137,GHCND:USC00057337,"SAGUACHE, CO US",38.09208,-106.15122,2359.5,METERS,1894-04-01,2024-03-13,1.0
3139,GHCND:USC00057450,"SANTA MARIA RESERVOIR, CO US",37.82269,-107.10973,2958.1,METERS,2007-01-01,2024-01-31,1.0
3140,GHCND:USC00057460,"SARGENTS, CO US",38.40372,-106.42398,2582.0,METERS,1899-08-01,2024-02-29,1.0
3141,GHCND:USC00057515,"SEDGWICK 5 S, CO US",40.8658,-102.51615,1218.0,METERS,1952-10-01,2024-03-13,1.0
3142,GHCND:USC00057519,"SEIBERT, CO US",39.29505,-102.86765,1434.4,METERS,1949-05-01,2024-01-31,1.0
3143,GHCND:USC00057560,"SHAW 4 ENE, CO US",39.57195,-103.2924,1524.0,METERS,1996-01-01,2023-08-25,1.0
3145,GHCND:USC00057582,"SHERIDAN LAKE, CO US",38.46846,-102.29675,1240.5,METERS,2000-01-01,2024-03-10,1.0
3147,GHCND:USC00057618,"SHOSHONE, CO US",39.5703,-107.2267,1826.4,METERS,1910-01-01,2024-03-11,1.0
3148,GHCND:USC00057656,"SILVERTON, CO US",37.8088,-107.6633,2830.1,METERS,1899-03-01,2023-12-31,1.0
3149,GHCND:USC00057936,"STEAMBOAT SPRINGS, CO US",40.4883,-106.8233,2092.8,METERS,1893-02-01,2024-03-11,1.0
3152,GHCND:USC00058022,"STRONTIA SPRINGS DAM, CO US",39.4344,-105.1208,1780.0,METERS,1984-12-01,2024-03-13,1.0
3153,GHCND:USC00058064,"SUGARLOAF RESERVOIR, CO US",39.2495,-106.3713,2968.1,METERS,1900-05-01,2024-03-11,1.0
3154,GHCND:USC00058157,"TACONY 13 SE, CO US",38.34206,-104.0566,1487.7,METERS,1955-01-01,2024-03-13,1.0
3155,GHCND:USC00058184,"TAYLOR PARK, CO US",38.8183,-106.6086,2797.8,METERS,1940-10-01,2024-03-13,1.0
3156,GHCND:USC00058204,"TELLURIDE 4 WNW, CO US",37.9493,-107.8736,2635.3,METERS,1900-12-01,2024-01-31,1.0
3157,GHCND:USC00058429,"TRINIDAD, CO US",37.1787,-104.487,1837.9,METERS,1898-07-01,2024-03-05,1.0
3158,GHCND:USC00058436,"TRINIDAD LAKE, CO US",37.1502,-104.5568,1923.3,METERS,1989-02-01,2024-03-12,1.0
3159,GHCND:USC00058501,"TWIN LAKES RESERVOIR, CO US",39.09419,-106.35064,2815.1,METERS,1949-08-01,2024-03-11,1.0
3161,GHCND:USC00058575,"VAIL, CO US",39.63949,-106.35395,2528.9,METERS,1985-01-01,2024-03-11,1.0
3162,GHCND:USC00058582,"VALLECITO DAM, CO US",37.3805,-107.5812,2329.9,METERS,1917-04-01,2024-03-06,1.0
3164,GHCND:USC00058690,"VIRGINIA DALE 7 ENE, CO US",40.9656,-105.2186,2138.2,METERS,1995-01-01,2024-03-13,1.0
3165,GHCND:USC00058756,"WALDEN, CO US",40.7404,-106.28176,2456.1,METERS,1897-01-01,2024-03-13,1.0
3166,GHCND:USC00058781,"WALSENBURG 1 NW, CO US",37.63,-104.79556,1917.5,METERS,1934-04-01,2024-03-14,1.0
3167,GHCND:USC00058793,"WALSH 1 W, CO US",37.3822,-102.2986,1212.5,METERS,1940-01-01,2024-03-13,1.0
3168,GHCND:USC00058839,"WATERDALE, CO US",40.4256,-105.2103,1594.1,METERS,1902-01-01,2024-03-13,1.0
3169,GHCND:USC00058860,"WAVERLY 1 W, CO US",37.42914,-106.03076,2317.1,METERS,2004-01-01,2024-03-13,1.0
3170,GHCND:USC00058931,"WESTCLIFFE, CO US",38.13137,-105.466,2399.7,METERS,1895-01-01,2024-03-12,1.0
3172,GHCND:USC00058995,"WHEAT RIDGE 2, CO US",39.77382,-105.11424,1644.4,METERS,1981-01-01,2024-03-11,1.0
3175,GHCND:USC00059096,"WILLIAMS FORK DAM, CO US",40.03719,-106.20523,2328.4,METERS,1982-06-01,2024-03-13,1.0
3176,GHCND:USC00059175,"WINTER PARK, CO US",39.8898,-105.76206,2772.2,METERS,1942-03-01,2024-03-13,1.0
3177,GHCND:USC00059213,"WOODROW 6 NNE, CO US",40.075,-103.5677,1333.2,METERS,1993-01-01,2024-03-13,1.0
3179,GHCND:USC00059265,"YAMPA, CO US",40.15629,-106.91103,2394.2,METERS,1909-03-01,2023-12-31,1.0
3180,GHCND:USC00059275,"YELLOW JACKET 2 W, CO US",37.5217,-108.75511,2113.2,METERS,1962-01-01,2024-02-29,1.0
3182,GHCND:USC00059295,"YUMA, CO US",40.12367,-102.72171,1260.0,METERS,1893-01-01,2024-03-13,1.0
3183,GHCND:USR0000CBAI,"BAILEY COLORADO, CO US",39.3794,-105.3394,2420.1,METERS,1995-03-01,2024-02-06,0.9208
3184,GHCND:USR0000CBDR,"SUGARLOAF COLORADO, CO US",40.0181,-105.3614,2052.2,METERS,2001-05-01,2024-02-06,0.9887
3185,GHCND:USR0000CBIG,"BIG HORN COLORADO, CO US",37.0203,-106.2006,2540.2,METERS,1993-05-01,2024-02-06,0.9999
3186,GHCND:USR0000CBLA,"BLACK CANYON COLORADO, CO US",38.5428,-107.6869,2609.1,METERS,1997-06-01,2024-02-06,1.0
3187,GHCND:USR0000CBLK,"BLACK MOUNTAIN COLORADO, CO US",37.8617,-105.2842,2737.7,METERS,2003-07-01,2024-02-06,0.9998
3188,GHCND:USR0000CBLU,"BLUE PARK COLORADO, CO US",37.7978,-106.7792,3139.4,METERS,1992-09-01,2024-02-06,1.0
3189,GHCND:USR0000CCCI,"COLORADO CITY COLORADO, CO US",37.9478,-104.8692,1886.7,METERS,2002-11-01,2024-02-06,1.0
3190,GHCND:USR0000CCHE,"CHEESEMAN COLORADO, CO US",39.1814,-105.2672,2286.0,METERS,1987-02-01,2024-02-06,1.0
3191,GHCND:USR0000CCHN,"CHAPIN COLORADO, CO US",37.1994,-108.4892,1885.8,METERS,1999-09-01,2024-02-06,1.0
3192,GHCND:USR0000CCOC,"CORRAL CREEK COLORADO, CO US",39.64,-105.4647,2502.4,METERS,2001-04-01,2024-02-06,1.0
3193,GHCND:USR0000CCOP,"COPPER GULCH COLORADO, CO US",38.3139,-105.4844,2365.2,METERS,1991-05-01,2024-02-06,0.9999
3194,GHCND:USR0000CCOT,"COTTONWOOD BASIN COLORADO, CO US",38.5731,-108.2778,2200.7,METERS,1991-05-01,2024-02-06,0.9965
3195,GHCND:USR0000CCPT,"CARPENTER RIDGE COLORADO, CO US",38.4594,-109.0469,2465.2,METERS,1998-12-01,2024-02-06,0.9231
3196,GHCND:USR0000CCRO,"THE CROWN COLORADO, CO US",39.3528,-107.0931,2530.8,METERS,1991-05-01,2024-02-06,0.9999
3197,GHCND:USR0000CCUC,"CUCHARA COLORADO, CO US",37.0969,-104.9214,2533.8,METERS,2000-04-01,2024-02-06,1.0
3198,GHCND:USR0000CDEA,"DEAD HORSE COLORADO, CO US",40.0786,-107.3786,2731.0,METERS,1985-01-01,2024-02-06,0.9094
3199,GHCND:USR0000CDEM,"DEMAREE COLORADO, CO US",39.46,-108.88,2181.5,METERS,1995-11-01,2024-02-06,1.0
3200,GHCND:USR0000CDEV,"DEVIL MOUNTAIN COLORADO, CO US",37.2269,-107.3047,2243.3,METERS,1989-08-01,2024-02-06,1.0
3201,GHCND:USR0000CDIN,"DINOSAUR N.M. COLORADO, CO US",40.5086,-108.9106,1816.6,METERS,1998-07-01,2024-02-06,0.9999
3202,GHCND:USR0000CDOW,"DOWD JUNCTION COLORADO, CO US",39.6269,-106.4517,2742.6,METERS,1985-07-01,2024-02-06,0.9837
3203,GHCND:USR0000CDRA,"DRAGON ROAD COLORADO, CO US",39.9153,-108.8875,1920.2,METERS,1998-07-01,2024-02-06,0.9999
3204,GHCND:USR0000CDRY,"DRY LAKE COLORADO, CO US",40.535,-106.7808,2535.9,METERS,1985-05-01,2024-02-06,0.9757
3206,GHCND:USR0000CEST,"ESTES PARK COLORADO, CO US",40.3667,-105.55,2383.5,METERS,2001-03-01,2024-02-06,0.9999
3207,GHCND:USR0000CFTC,"FORT CARSON COLORADO, CO US",38.6586,-104.8539,2042.2,METERS,1994-02-01,2024-02-06,0.9926
3208,GHCND:USR0000CGRE,"GREAT DIVIDE COLORADO, CO US",40.7578,-107.8533,2194.6,METERS,1991-05-01,2024-02-06,0.9999
3209,GHCND:USR0000CGUN,"GUNSIGHT COLORADO, CO US",40.2092,-106.3292,2566.4,METERS,1987-10-01,2024-02-06,1.0
3210,GHCND:USR0000CGYP,"GYPSUM COLORADO, CO US",39.6953,-106.9731,2237.2,METERS,1991-05-01,2024-02-06,0.9999
3211,GHCND:USR0000CHUM,"HUNTSMAN MESA COLORADO, CO US",38.3319,-107.0889,2865.1,METERS,1991-05-01,2024-02-06,0.9965
3212,GHCND:USR0000CHUN,"HUNTER CREEK COLORADO, CO US",39.7667,-108.3167,2231.1,METERS,1984-07-01,2024-02-06,1.0
3213,GHCND:USR0000CJAC,"JACKS CANYON COLORADO, CO US",38.7533,-108.5797,2334.8,METERS,1991-05-01,2024-02-06,0.9999
3214,GHCND:USR0000CJAY,"JAY COLORADO, CO US",38.8417,-107.7361,1889.8,METERS,1984-07-01,2024-02-06,0.9606
3215,GHCND:USR0000CLAD,"LADORE COLORADO, CO US",40.7392,-108.8347,1798.3,METERS,1987-06-01,2024-02-06,0.9508
3216,GHCND:USR0000CLGE,"LAKE GEORGE COLORADO, CO US",38.9772,-105.3553,2281.4,METERS,1991-05-01,2024-02-06,0.9999
3217,GHCND:USR0000CLIT,"LITTLE DELORES COLORADO, CO US",38.9692,-108.9444,2071.4,METERS,1995-11-01,2024-02-06,1.0
3218,GHCND:USR0000CLOG,"LOGCHUTE COLORADO, CO US",37.3517,-107.915,2514.6,METERS,2001-08-01,2024-02-06,0.8662
3219,GHCND:USR0000CLUJ,"LUJAN COLORADO, CO US",38.2544,-106.5678,3399.7,METERS,1994-09-01,2024-02-06,0.9846
3221,GHCND:USR0000CMES,"MESA MOUNTAIN COLORADO, CO US",37.055,-107.7069,2249.4,METERS,1993-11-01,2024-02-06,1.0
3222,GHCND:USR0000CMRF,"MOREFIELD COLORADO, CO US",37.3006,-108.4133,2383.5,METERS,1999-11-01,2024-02-06,1.0
3223,GHCND:USR0000CNEE,"NEEDLE CREEK COLORADO, CO US",38.3894,-106.5303,2712.7,METERS,2002-09-01,2024-02-06,0.9817
3225,GHCND:USR0000CNUC,"NUCLA COLORADO, CO US",38.2297,-108.5583,1786.1,METERS,1998-05-01,2024-02-06,0.9999
3226,GHCND:USR0000CPCG,"PICKLE GULCH COLORADO, CO US",39.8744,-105.5164,2859.0,METERS,2000-05-01,2024-02-06,0.9895
3227,GHCND:USR0000CPCY,"PINION CANYON COLORADO, CO US",37.9056,-104.0556,1633.7,METERS,1997-08-01,2024-02-06,1.0
3228,GHCND:USR0000CPIN,"PINTO COLORADO, CO US",40.0097,-108.4597,2115.3,METERS,1989-01-01,2024-02-06,1.0
3229,GHCND:USR0000CPNR,"PINE RIDGE COLORADO, CO US",39.2603,-108.4072,2011.7,METERS,1988-09-01,2024-02-06,1.0
3230,GHCND:USR0000CPOR,"PORCUPINE CREEK COLORADO, CO US",40.0978,-106.6464,2712.7,METERS,1985-06-01,2024-02-06,0.9811
3231,GHCND:USR0000CRDS,"REDSTONE COLORADO, CO US",40.5708,-105.2264,1853.8,METERS,2003-02-01,2024-02-06,0.9939
3232,GHCND:USR0000CRED,"RED DEER COLORADO, CO US",38.8272,-106.2111,2682.2,METERS,1985-01-01,2024-02-06,0.9894
3233,GHCND:USR0000CREF,"RED FEATHER COLORADO, CO US",40.7981,-105.5722,2499.4,METERS,1985-05-01,2024-02-06,0.9999
3234,GHCND:USR0000CRIF,"RIFLE COLORADO, CO US",39.5122,-107.7492,1865.4,METERS,1984-07-01,2024-02-06,0.9921
3235,GHCND:USR0000CSAL,"SALTER COLORADO, CO US",37.6511,-108.5364,2484.1,METERS,1990-04-01,2024-02-06,0.9423
3236,GHCND:USR0000CSAN,"SANBORN PARK COLORADO, CO US",38.1917,-108.2167,2417.1,METERS,1985-07-01,2024-02-06,0.9999
3237,GHCND:USR0000CSKU,"STORM KING MOUNTAIN COLORADO, CO US",39.5625,-107.42,2680.1,METERS,1995-03-01,2023-11-14,0.9998
3238,GHCND:USR0000CSLP,"HARBISON MEADOW COLORADO, CO US",40.2708,-105.8328,2621.3,METERS,2003-02-01,2024-02-06,0.9559
3239,GHCND:USR0000CSOD,"SODA CREEK COLORADO, CO US",39.56,-105.9864,2926.1,METERS,1986-09-01,2024-02-06,0.9747
3240,GHCND:USR0000CTAY,"TAYLOR PARK COLORADO, CO US",38.9078,-106.6017,3173.0,METERS,1987-10-01,2024-02-06,1.0
3243,GHCND:USR0000CWSC,"WILLIS CREEK COLORADO, CO US",38.0039,-105.0564,2804.2,METERS,1989-12-01,2024-02-06,1.0
3244,GHCND:USR0000CWWC,"WILLOW CREEK COLORADO, CO US",40.3517,-106.2153,2962.7,METERS,1985-06-01,2024-02-06,0.9676
3245,GHCND:USS0005J04S,"PHANTOM VALLEY, CO US",40.4,-105.85,2752.3,METERS,1980-06-14,2024-03-08,1.0
3246,GHCND:USS0005J05S,"WILD BASIN, CO US",40.2,-105.6,2913.9,METERS,2002-12-01,2024-01-11,0.9994
3247,GHCND:USS0005J06S,"DEADMAN HILL, CO US",40.81,-105.77,3115.1,METERS,1978-09-30,2024-03-08,1.0
