case_idx,case_date,case_lat,case_lon,rlsd_type,station_id,station_la,station_lo,station_el,zones1_BA_Climate,zones2_BA_Climate,zones3_BA_Climate,zone
"3074",2015/05/10,33.923263,-97.720868,CRUDE OIL,GHCND:USC00347640,34.193700000000000,-97.588099999999997,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"3383",2014/09/01,33.923171,-97.720683,CRUDE OIL,GHCND:USC00347640,34.193700000000000,-97.588099999999997,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"4147",2012/11/20,34.20969,-97.54401,CRUDE OIL,GHCND:USC00347640,34.193700000000000,-97.588099999999997,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"4664",2011/06/10,34.16078,-97.53915,CRUDE OIL,GHCND:USC00347640,34.193700000000000,-97.588099999999997,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"1766",2018/07/04,33.86333,-97.95332,CRUDE OIL,GHCND:USC00349400,34.167800000000000,-97.988200000000006,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"3879",2013/06/25,33.863,-97.9533,CRUDE OIL,GHCND:USC00349400,34.167800000000000,-97.988200000000006,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"4069",2013/01/24,34.07083,-97.944108,CRUDE OIL,GHCND:USC00349400,34.167800000000000,-97.988200000000006,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"4119",2012/12/19,33.86379,-97.95413,CRUDE OIL,GHCND:USC00349400,34.167800000000000,-97.988200000000006,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"4405",2012/03/05,33.864289,-97.954067,CRUDE OIL,GHCND:USC00349400,34.167800000000000,-97.988200000000006,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"4515",2011/11/12,33.86345,-97.953363,CRUDE OIL,GHCND:USC00349400,34.167800000000000,-97.988200000000006,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"4586",2011/08/25,33.86357,-97.95564,CRUDE OIL,GHCND:USC00349400,34.167800000000000,-97.988200000000006,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"4700",2011/04/27,33.86329,-97.95336,CRUDE OIL,GHCND:USC00349400,34.167800000000000,-97.988200000000006,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"948",2020/08/12,34.06577,-83.3171,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00092517,34.117500000000000,-83.304400000000001,237.699999999999989,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"1793",2018/06/11,34.093889,-83.233611,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00092517,34.117500000000000,-83.304400000000001,237.699999999999989,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"3881",2013/06/20,34.093675,-83.233783,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00092517,34.117500000000000,-83.304400000000001,237.699999999999989,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"777",2021/02/20,34.2022,-97.34698,CRUDE OIL,GHCND:USC00344001,34.233199999999997,-97.420199999999994,274.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"1465",2019/03/11,34.20242,-97.48605,CRUDE OIL,GHCND:USC00344001,34.233199999999997,-97.420199999999994,274.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"1888",2018/02/26,34.188567,-97.375986,CRUDE OIL,GHCND:USC00344001,34.233199999999997,-97.420199999999994,274.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"1974",2017/12/11,34.202081,-97.347599,CRUDE OIL,GHCND:USC00344001,34.233199999999997,-97.420199999999994,274.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"2317",2017/02/10,34.186895,-97.439924,CRUDE OIL,GHCND:USC00344001,34.233199999999997,-97.420199999999994,274.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"2720",2016/02/22,34.2021,-97.49,CRUDE OIL,GHCND:USC00344001,34.233199999999997,-97.420199999999994,274.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"4295",2012/06/13,34.1897222,-97.3761111,CRUDE OIL,GHCND:USC00344001,34.233199999999997,-97.420199999999994,274.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"3579",2014/03/19,34.216537,-97.28714,CRUDE OIL,GHCND:USC00340312,34.228099999999998,-97.201400000000007,282.899999999999977,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"1835",2018/04/28,34.25315178,-97.11485405,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00340313,34.192300000000003,-97.085700000000003,265.800000000000011,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"3151",2015/03/12,34.12899,-96.46764,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USC00342011,34.276269999999997,-96.494829999999993,227.699999999999989,Mixed-Humid,Mixed-Humid,Hot-Humid,Mixed-Humid
"516",2021/11/18,32.51371,-99.54695,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USR0000THMB,32.500000000000000,-99.616699999999994,579.100000000000023,Hot-Dry,Mixed-Humid,Hot-Humid,Hot-Dry
"1964",2017/12/22,32.881883,-99.58266,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00418583,32.940350000000002,-99.803569999999993,491.300000000000011,Hot-Dry,Mixed-Humid,Hot-Humid,Hot-Dry
"2619",2016/05/25,33.4188,-99.3837,CRUDE OIL,GHCND:USR0000TMIL,33.413600000000002,-99.400599999999997,406.899999999999977,Hot-Dry,Mixed-Humid,Hot-Humid,Hot-Dry
"1206",2019/11/21,33.32812,-98.959715,CRUDE OIL,GHCND:USC00419016,33.314399999999999,-99.200500000000005,425.500000000000000,Hot-Dry,Mixed-Humid,Hot-Humid,Hot-Dry
"1564",2018/12/21,33.254624,-99.200001,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00419016,33.314399999999999,-99.200500000000005,425.500000000000000,Hot-Dry,Mixed-Humid,Hot-Humid,Hot-Dry
"725",2021/04/03,31.76948,-99.88618,CRUDE OIL,GHCND:USC00410493,31.741299999999999,-99.976299999999995,518.200000000000045,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"1642",2018/10/14,32.386733,-99.763045,CRUDE OIL,GHCND:USW00013962,32.410629999999998,-99.682079999999999,544.799999999999955,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"2824",2015/11/11,32.412292,-99.875123,CRUDE OIL,GHCND:USW00013962,32.410629999999998,-99.682079999999999,544.799999999999955,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"3761",2013/10/23,32.36876,-99.65356,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USW00013962,32.410629999999998,-99.682079999999999,544.799999999999955,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"3805",2013/08/29,32.39482,-99.75808,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USW00013962,32.410629999999998,-99.682079999999999,544.799999999999955,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"3885",2013/06/17,32.38719,-99.71718,CRUDE OIL,GHCND:USW00013962,32.410629999999998,-99.682079999999999,544.799999999999955,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"628",2021/07/19,32.542931,-99.7656317,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USR0000THMB,32.500000000000000,-99.616699999999994,579.100000000000023,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"1386",2019/05/29,32.56314783,-99.78808901,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USR0000THMB,32.500000000000000,-99.616699999999994,579.100000000000023,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"1434",2019/04/11,32.56357282,-99.78830895,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USR0000THMB,32.500000000000000,-99.616699999999994,579.100000000000023,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"778",2021/02/20,32.73665,-99.82082,CRUDE OIL,GHCND:USC00410268,32.766779999999997,-99.890129999999999,523.299999999999955,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"4472",2011/12/29,32.63239,-99.80477,CRUDE OIL,GHCND:USC00410268,32.766779999999997,-99.890129999999999,523.299999999999955,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"4917",2010/09/16,32.71141,-99.81866,CRUDE OIL,GHCND:USC00410268,32.766779999999997,-99.890129999999999,523.299999999999955,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"6763",2021/01/19,32.68141,-99.80307,NATURAL GAS,GHCND:USC00410268,32.766779999999997,-99.890129999999999,523.299999999999955,Hot-Dry,Hot-Dry,Hot-Humid,Hot-Dry
"7825",2012/06/28,29.131,-93.488611,NATURAL GAS,GHCND:USC00163979,29.889440000000000,-93.401939999999996,1.800000000000000,,,Hot-Humid,Hot-Humid
"7877",2012/01/09,28.5049,-93.0827,NATURAL GAS,GHCND:USC00163979,29.889440000000000,-93.401939999999996,1.800000000000000,,,Hot-Humid,Hot-Humid
"7917",2011/09/19,29.097112,-93.349969,NATURAL GAS,GHCND:USC00163979,29.889440000000000,-93.401939999999996,1.800000000000000,,,Hot-Humid,Hot-Humid
"7797",2012/09/06,28.28880555,-93.3555555,NATURAL GAS,GHCND:USC00163979,29.889440000000000,-93.401939999999996,1.800000000000000,,,Hot-Humid,Hot-Humid
"7784",2012/11/03,28.290708,-93.3531119,NATURAL GAS,GHCND:USC00163979,29.889440000000000,-93.401939999999996,1.800000000000000,,,Hot-Humid,Hot-Humid
"7799",2012/09/05,29.2151,-93.12,NATURAL GAS,GHCND:USC00163979,29.889440000000000,-93.401939999999996,1.800000000000000,,,Hot-Humid,Hot-Humid
"7807",2012/08/13,28.2907083,-93.3531119,NATURAL GAS,GHCND:USC00163979,29.889440000000000,-93.401939999999996,1.800000000000000,,,Hot-Humid,Hot-Humid
"1789",2018/06/14,28.290415,-88.764417,CRUDE OIL,GHCND:USC00012172,30.250499999999999,-88.077500000000001,2.400000000000000,,,Hot-Humid,Hot-Humid
"7310",2016/07/20,29.34285,-88.066953,,GHCND:USC00012172,30.250499999999999,-88.077500000000001,2.400000000000000,,,Hot-Humid,Hot-Humid
"347",2022/06/30,29.3257167,-88.4364555,CRUDE OIL,GHCND:USC00012172,30.250499999999999,-88.077500000000001,2.400000000000000,,,Hot-Humid,Hot-Humid
"6708",2021/07/10,29.61681,-88.63356,NATURAL GAS,GHCND:USR0000MSAN,30.452800000000000,-88.661699999999996,7.600000000000000,,,Hot-Humid,Hot-Humid
"6805",2020/09/11,28.57352778,-91.95944444,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6714",2021/06/22,28.431248,-91.084432,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6846",2020/05/17,28.85276,-92.02712,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6927",2019/09/19,28.70103,-91.67753,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6987",2019/03/24,28.43125309,-91.08443206,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7074",2018/08/20,28.214083,-91.70338,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7085",2018/06/29,28.46183333,-90.90866666,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7089",2018/06/22,28.214081,-91.703383,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7150",2017/12/14,28.44974,-90.896431,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7151",2017/12/14,28.450304,-90.896761,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7167",2017/11/08,27.875777,-91.9863888,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"3501",2014/05/12,28.260372,-92.250136,CRUDE OIL,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"2900",2015/09/26,27.9469444,-90.9969444,CRUDE OIL,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"1482",2019/03/01,27.94556,-90.99583,CRUDE OIL,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7172",2017/10/23,28.8048333,-92.1285,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7177",2017/10/17,28.20657,-91.701404,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7169",2017/11/05,28.20654,-91.70138,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7357",2016/02/03,28.5775,-91.255833,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7219",2017/06/25,28.194961,-91.680586,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7185",2017/09/25,28.47099722,-90.89027778,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7417",2015/08/12,28.58,-91.87066667,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7434",2015/06/15,28.99329,-91.87238,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7270",2016/12/26,28.575664,-91.969964,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6772",2020/12/10,28.579833,-91.871167,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6713",2021/06/24,28.574722,-91.327222,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6948",2019/07/05,27.94281,-94.38921,NATURAL GAS,GHCND:USW00012923,29.270360000000000,-94.864210000000000,1.500000000000000,,,Hot-Humid,Hot-Humid
"1302",2019/08/15,27.964052,-94.388912,CRUDE OIL,GHCND:USW00012923,29.270360000000000,-94.864210000000000,1.500000000000000,,,Hot-Humid,Hot-Humid
"6926",2019/09/20,27.943169,-94.388566,NATURAL GAS,GHCND:USW00012923,29.270360000000000,-94.864210000000000,1.500000000000000,,,Hot-Humid,Hot-Humid
"6880",2020/02/28,28.258987,-94.013013,NATURAL GAS,GHCND:USW00012923,29.270360000000000,-94.864210000000000,1.500000000000000,,,Hot-Humid,Hot-Humid
"7176",2017/10/19,28.43055,-91.034387,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7191",2017/09/13,27.8861,-95.9773,NATURAL GAS,GHCND:USW00012935,28.724799999999998,-96.253529999999998,3.100000000000000,,,Hot-Humid,Hot-Humid
"775",2021/02/21,27.9172117,-94.7844572,CRUDE OIL,GHCND:USC00413340,28.984500000000001,-95.380899999999997,2.400000000000000,,,Hot-Humid,Hot-Humid
"7445",2015/05/15,28.45374,-91.456405,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7455",2015/04/23,28.48666,-92.08,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7459",2015/04/14,28.506467,-91.101507,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7479",2015/03/13,28.6973793,-91.8411643,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7512",2015/01/04,28.315711,-91.909408,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7520",2014/12/12,28.89972,-92.11222,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7544",2014/10/31,28.0188333,-92.2543333,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7591",2014/06/20,28.5306,-90.97998,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7682",2013/10/10,28.804722,-92.128611,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7607",2014/04/29,28.577778,-91.871111,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7621",2014/03/18,28.65390737,-91.0014229,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7653",2013/12/31,28.31609,-91.99708,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6827",2020/07/14,28.38582,-90.14482,NATURAL GAS,GHCND:USC00169013,29.754700000000000,-90.774799999999999,4.600000000000000,,,Hot-Humid,Hot-Humid
"7688",2013/09/09,28.5453,-91.6732,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7633",2014/02/18,28.97833333,-91.8558333,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7723",2013/05/22,28.27458,-92.10555,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7743",2013/03/15,28.551,-91.67917,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"8095",2010/05/06,28.32,-91.59,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7857",2012/03/21,28.530555,-90.98,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7856",2012/03/23,28.53833,-91.665,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7694",2013/08/16,28.544927,-91.688388,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7865",2012/02/08,28.526738,-91.647636,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7868",2012/02/06,28.704729,-91.764334,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7919",2011/09/08,28.1002,-91.80138,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7929",2011/08/04,28.8115,-92.14333,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7938",2011/07/08,28.280666,-91.429833,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7972",2011/04/13,28.9766666,-91.905716,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7984",2011/03/01,28.316666,-91.411111,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"8000",2011/01/28,28.2844,-91.42751,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"7845",2012/04/19,28.4385,-93.45,NATURAL GAS,GHCND:USR0000TMCF,29.699999999999999,-94.116699999999994,1.500000000000000,,,Hot-Humid,Hot-Humid
"6791",2020/10/11,28.097411,-93.502143,NATURAL GAS,GHCND:USR0000TMCF,29.699999999999999,-94.116699999999994,1.500000000000000,,,Hot-Humid,Hot-Humid
"8024",2010/11/28,28.3242,-93.4567,NATURAL GAS,GHCND:USR0000TMCF,29.699999999999999,-94.116699999999994,1.500000000000000,,,Hot-Humid,Hot-Humid
"6783",2020/10/29,28.988333,-92.2975,OTHER GAS,GHCND:USC00165296,29.785599999999999,-92.204599999999999,12.199999999999999,,,Hot-Humid,Hot-Humid
"8047",2010/09/28,28.319333,-91.604333,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6947",2019/07/08,28.37805556,-92.75638889,NATURAL GAS,GHCND:USC00165296,29.785599999999999,-92.204599999999999,12.199999999999999,,,Hot-Humid,Hot-Humid
"8042",2010/10/11,28.761281,-91.40321,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"8087",2010/06/06,28.973,-91.9116,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"8061",2010/09/02,28.521999,-91.645052,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"8019",2010/12/03,28.783333,-91.716666,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"8067",2010/08/25,28.761281,-91.40321,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"8111",2010/03/06,28.31667,-91.40018,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"8091",2010/05/10,28.32066,-91.591,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"8065",2010/08/27,28.5843,-91.5724,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"3433",2014/07/23,27.87527711,-91.9863888,CRUDE OIL,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"4165",2012/11/03,28.618056,-92.069167,CRUDE OIL,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"3128",2015/03/29,28.10406,-90.79237,CRUDE OIL,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"4930",2010/09/05,28.617778,-92.068889,CRUDE OIL,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6678",2021/09/26,28.2352778,-91.7052777,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"5110",2010/03/03,28.10406,-90.79238,CRUDE OIL,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"4662",2011/06/12,27.943,-90.998,CRUDE OIL,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6592",2022/06/18,28.31616,-91.90833,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"479",2022/01/23,28.3158222,-91.9089,CRUDE OIL,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6709",2021/07/01,28.577778,-91.594167,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6576",2022/07/23,28.248333,-91.693333,NATURAL GAS,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6790",2020/10/11,28.0973385,-93.50274218,NATURAL GAS,GHCND:USR0000TMCF,29.699999999999999,-94.116699999999994,1.500000000000000,,,Hot-Humid,Hot-Humid
"603",2021/08/20,28.453569,-91.456368,CRUDE OIL,GHCND:USW00012968,29.559027000000000,-91.525053999999997,1.000000000000000,,,Hot-Humid,Hot-Humid
"6566",2022/08/17,28.304667,-93.269167,NATURAL GAS,GHCND:USC00163979,29.889440000000000,-93.401939999999996,1.800000000000000,,,Hot-Humid,Hot-Humid
"6657",2021/12/12,28.294167,-93.2935,NATURAL GAS,GHCND:USC00163979,29.889440000000000,-93.401939999999996,1.800000000000000,,,Hot-Humid,Hot-Humid
"6731",2021/04/11,28.309167,-93.265278,NATURAL GAS,GHCND:USC00163979,29.889440000000000,-93.401939999999996,1.800000000000000,,,Hot-Humid,Hot-Humid
"6623",2022/02/27,28.289667,-93.300667,NATURAL GAS,GHCND:USC00163979,29.889440000000000,-93.401939999999996,1.800000000000000,,,Hot-Humid,Hot-Humid
"6719",2021/06/01,28.305913,-93.269331,NATURAL GAS,GHCND:USC00163979,29.889440000000000,-93.401939999999996,1.800000000000000,,,Hot-Humid,Hot-Humid
